Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,4020,150,1271.33,3618,0,0.00,0,0.82,1.18,1.46,0.00
1.00,2.00,0.80,0.20,4020,90,1222.60,3774,0,0.00,0,0.87,1.18,1.51,0.00
1.00,2.00,0.80,0.90,4020,78,985.77,2637,0,0.00,0,0.91,1.21,1.41,0.00
1.00,2.00,0.80,0.80,4020,123,1216.13,3171,0,0.00,0,0.94,1.21,1.41,0.00
1.00,2.00,0.80,0.40,4020,37,1274.67,3774,0,0.00,0,1.00,1.22,1.41,0.00
1.00,2.00,0.80,0.10,4020,100,1415.07,3522,0,0.00,0,0.96,1.22,1.50,0.00
1.00,2.00,0.80,0.70,4020,168,1188.73,3190,0,0.00,0,0.98,1.22,1.39,0.00
1.00,2.00,0.80,0.60,4020,168,1121.07,3178,0,0.00,0,0.96,1.23,1.43,0.00
1.00,2.00,0.80,0.50,4020,55,1366.13,3674,0,0.00,0,0.94,1.24,1.48,0.00
1.00,2.00,0.80,0.30,4020,74,1142.37,3841,0,0.00,0,1.02,1.24,1.51,0.00
