Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,5940,0,21.20,93,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.30,5940,2,21.97,93,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.90,5940,3,22.33,75,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.40,5940,2,28.93,124,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,5940,1,32.63,175,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.70,5940,2,40.27,570,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.10,5940,1,42.73,283,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.20,5940,2,59.50,951,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.60,5940,2,59.83,982,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.50,5940,2,17.33,44,0,0.00,0,0.00,0.00,0.02,96.67
