Alpha,Beta,Rho,Heuristic weight,Random seed,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,2,5940,13,129.53,502,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.10,3,5940,2,173.70,1418,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.10,1,5940,3,291.07,5606,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.30,1,5940,261,1886.83,5181,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.50,1,5940,2033,3386.47,5446,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.60,1,5940,2746,4067.47,5550,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.70,1,5940,2538,4128.13,4926,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.20,1,5940,7,429.07,1227,0,0.00,0,0.00,0.00,0.02,96.67
1.00,2.00,0.80,0.40,1,5940,1110,2598.67,5468,0,0.00,0,0.00,0.00,0.02,96.67
1.00,2.00,0.80,0.80,1,5940,3356,4569.03,5495,0,0.00,0,0.00,0.00,0.02,96.67
1.00,2.00,0.80,0.90,1,5940,4005,4687.63,5217,0,0.00,0,0.00,0.00,0.02,96.67
1.00,2.00,0.80,1.00,1,5940,4140,4850.30,5604,0,0.00,0,0.00,0.00,0.02,96.67
1.00,2.00,0.80,0.30,2,5940,248,2086.43,4787,0,0.00,0,0.00,0.00,0.02,93.33
1.00,2.00,0.80,0.20,3,5940,29,896.03,4653,0,0.00,0,0.00,0.00,0.02,90.00
1.00,2.00,0.80,0.70,2,5940,3654,4510.20,5554,0,0.00,0,0.00,0.00,0.04,86.67
1.00,2.00,0.80,0.20,2,5940,48,660.10,4105,0,0.00,0,0.00,0.00,0.02,83.33
1.00,2.00,0.80,0.90,2,5940,4168,4989.20,5822,0,0.00,0,0.00,0.00,0.02,83.33
1.00,2.00,0.80,0.40,2,5940,1670,3310.47,5367,0,0.00,0,0.00,0.00,0.02,80.00
1.00,2.00,0.80,0.60,2,5940,3147,4143.33,5865,0,0.00,0,0.00,0.00,0.02,80.00
1.00,2.00,0.80,0.50,2,5940,2392,3911.20,5726,0,0.00,0,0.00,0.01,0.09,86.67
1.00,2.00,0.80,0.60,3,5940,2663,4430.57,5658,0,0.00,0,0.00,0.01,0.04,80.00
1.00,2.00,0.80,0.30,3,5940,1083,2862.17,5810,0,0.00,0,0.00,0.01,0.02,76.67
1.00,2.00,0.80,1.00,2,5940,4175,5096.43,5843,0,0.00,0,0.00,0.01,0.07,80.00
1.00,2.00,0.80,0.80,2,5940,3836,4681.33,5635,0,0.00,0,0.00,0.01,0.04,70.00
1.00,2.00,0.80,0.90,3,5940,4206,4920.77,5806,0,0.00,0,0.00,0.01,0.04,70.00
1.00,2.00,0.80,0.80,3,5940,3798,4824.30,5548,0,0.00,0,0.00,0.01,0.04,66.67
1.00,2.00,0.80,0.40,3,5940,509,3137.00,5148,0,0.00,0,0.00,0.01,0.07,66.67
1.00,2.00,0.80,0.70,3,5940,3012,4522.50,5645,0,0.00,0,0.00,0.01,0.04,56.67
1.00,2.00,0.80,1.00,3,5940,4363,5102.73,5933,0,0.00,0,0.00,0.01,0.07,56.67
1.00,2.00,0.80,0.50,3,5940,2377,3939.87,5494,0,0.00,0,0.00,0.01,0.07,60.00
