Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,3030,1758,2653.27,3013,0,0.00,0,0.47,0.73,1.14,0.00
1.00,2.00,0.80,1.00,3030,124,1806.40,2988,0,0.00,0,0.41,0.76,1.18,0.00
1.00,2.00,0.80,0.20,3030,655,2473.40,3020,0,0.00,0,0.41,0.77,1.10,0.00
1.00,2.00,0.80,0.80,3030,1222,2282.87,3011,0,0.00,0,0.45,0.78,1.36,0.00
1.00,2.00,0.80,0.40,3030,683,2381.67,3014,0,0.00,0,0.40,0.79,1.20,0.00
1.00,2.00,0.80,0.50,3030,1072,2518.90,3008,0,0.00,0,0.47,0.81,1.26,0.00
1.00,2.00,0.80,0.90,3030,300,1806.80,2998,0,0.00,0,0.51,0.83,1.82,0.00
1.00,2.00,0.80,0.70,3030,221,2196.53,2996,0,0.00,0,0.44,0.84,1.14,0.00
1.00,2.00,0.80,0.30,3030,1050,2587.80,3023,0,0.00,0,0.45,0.84,1.34,0.00
1.00,2.00,0.80,0.60,3030,477,2395.43,3021,0,0.00,0,0.48,0.90,1.41,0.00
