Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,500,85,300.53,490,0,0.00,0,0.63,1.97,3.42,0.00
1.00,2.00,0.80,0.50,500,93,314.47,499,0,0.00,0,0.49,1.97,3.77,0.00
1.00,2.00,0.80,0.90,500,72,298.30,495,0,0.00,0,0.89,1.98,3.18,0.00
1.00,2.00,0.80,0.60,500,68,307.37,499,0,0.00,0,1.02,2.19,3.27,0.00
1.00,2.00,0.80,0.40,500,85,329.60,497,0,0.00,0,0.22,2.23,3.64,0.00
1.00,2.00,0.80,0.80,500,58,301.70,487,0,0.00,0,1.05,2.30,3.51,0.00
1.00,2.00,0.80,0.30,500,71,310.07,496,0,0.00,0,0.94,2.35,3.52,0.00
1.00,2.00,0.80,0.10,500,103,333.03,499,0,0.00,0,1.18,2.48,4.13,0.00
1.00,2.00,0.80,0.70,500,58,245.50,463,0,0.00,0,0.80,2.48,3.74,0.00
1.00,2.00,0.80,0.20,500,80,343.57,498,0,0.00,0,1.14,2.53,4.58,0.00
1.00,2.00,0.80,0.00,500,152,379.30,492,0,0.00,0,1.20,2.78,4.55,0.00
