Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.20,4530,544,2403.13,4159,0,0.00,0,1.46,3.51,4.33,0.00
1.00,2.00,0.80,0.50,4530,1310,2740.50,4026,0,0.00,0,1.84,3.71,5.86,0.00
1.00,2.00,0.80,0.10,4530,86,1885.90,4297,0,0.00,0,1.53,3.77,8.54,0.00
1.00,2.00,0.80,0.40,4530,443,2495.07,4472,0,0.00,0,1.46,3.77,7.24,0.00
1.00,2.00,0.80,0.70,4530,1416,3228.03,4483,0,0.00,0,1.42,3.90,6.82,0.00
1.00,2.00,0.80,0.60,4530,885,2918.63,4221,0,0.00,0,2.41,3.98,5.63,0.00
1.00,2.00,0.80,0.90,4530,1245,3029.03,4468,0,0.00,0,1.53,4.20,6.66,0.00
1.00,2.00,0.80,0.30,4530,356,2416.67,4497,0,0.00,0,2.91,4.23,9.31,0.00
1.00,2.00,0.80,1.00,4530,1708,3282.30,4523,0,0.00,0,2.87,4.39,7.43,0.00
1.00,2.00,0.80,0.80,4530,940,2795.67,4428,0,0.00,0,2.22,4.49,6.93,0.00
