Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,100,40,72.17,98,0,0.00,0,1.28,3.53,7.57,0.00
1.00,2.00,0.80,0.60,100,26,77.27,98,0,0.00,0,0.97,3.55,6.55,0.00
1.00,2.00,0.80,0.90,100,28,68.53,99,0,0.00,0,2.07,3.61,5.76,0.00
1.00,2.00,0.80,0.40,100,27,72.80,99,0,0.00,0,0.60,3.76,7.90,0.00
1.00,2.00,0.80,0.70,100,32,61.97,96,0,0.00,0,0.97,3.84,8.48,0.00
1.00,2.00,0.80,1.00,100,33,72.23,99,0,0.00,0,0.96,3.95,7.62,0.00
1.00,2.00,0.80,0.20,100,30,76.03,98,0,0.00,0,1.34,4.06,6.25,0.00
1.00,2.00,0.80,0.30,100,34,75.47,99,0,0.00,0,1.82,4.20,7.11,0.00
1.00,2.00,0.80,0.00,100,39,77.43,99,0,0.00,0,0.82,4.32,7.08,0.00
1.00,2.00,0.80,0.80,100,31,69.37,99,0,0.00,0,1.54,4.52,7.47,0.00
1.00,2.00,0.80,0.10,100,38,77.23,99,0,0.00,0,0.51,4.89,8.54,0.00
