Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,3630,274,1858.67,3522,0,0.00,0,2.08,4.75,7.62,0.00
1.00,2.00,0.80,0.30,3630,383,2461.43,3616,0,0.00,0,3.19,4.96,6.33,0.00
1.00,2.00,0.80,0.20,3630,173,2357.20,3610,0,0.00,0,1.11,5.05,9.70,0.00
1.00,2.00,0.80,0.90,3630,591,2891.73,3609,0,0.00,0,3.00,5.12,9.74,0.00
1.00,2.00,0.80,0.60,3630,546,2592.77,3619,0,0.00,0,2.12,5.26,8.17,0.00
1.00,2.00,0.80,0.40,3630,429,2264.00,3607,0,0.00,0,3.14,5.34,8.86,0.00
1.00,2.00,0.80,1.00,3630,825,2853.87,3606,0,0.00,0,3.00,5.47,9.42,0.00
1.00,2.00,0.80,0.70,3630,491,2540.03,3592,0,0.00,0,2.77,5.53,7.99,0.00
1.00,2.00,0.80,0.80,3630,448,2595.20,3583,0,0.00,0,3.60,5.57,7.62,0.00
1.00,2.00,0.80,0.50,3630,264,2241.17,3614,0,0.00,0,3.60,5.73,8.45,0.00
