Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.30,5000,3191,4131.80,4948,0,0.00,0,0.45,0.67,0.91,0.00
1.00,2.00,0.80,0.40,5000,2324,3992.10,4979,0,0.00,0,0.53,0.78,1.26,0.00
1.00,2.00,0.80,0.00,5000,3705,4381.40,4939,0,0.00,0,0.57,0.82,1.16,0.00
1.00,2.00,0.80,0.50,5000,2631,4325.90,4881,0,0.00,0,0.42,0.83,1.15,0.00
1.00,2.00,0.80,0.80,5000,1407,4078.30,4812,0,0.00,0,0.47,0.85,1.13,0.00
1.00,2.00,0.80,0.20,5000,3285,4430.50,4952,0,0.00,0,0.40,0.85,1.02,0.00
1.00,2.00,0.80,0.70,5000,3292,4403.00,4980,0,0.00,0,0.46,0.85,1.82,0.00
1.00,2.00,0.80,1.00,5000,1868,3706.50,4862,0,0.00,0,0.46,0.85,1.41,0.00
1.00,2.00,0.80,0.10,5000,2715,4288.10,4845,0,0.00,0,0.40,0.88,1.54,0.00
1.00,2.00,0.80,0.60,5000,3372,4300.10,4983,0,0.00,0,0.62,0.90,1.17,0.00
1.00,2.00,0.80,0.90,5000,3090,4273.90,4989,0,0.00,0,0.58,1.01,2.12,0.00
