Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,5000,2631,4295.57,4982,0,0.00,0,0.42,0.80,1.28,0.00
1.00,2.00,0.80,0.60,5000,2826,4412.70,4994,0,0.00,0,0.41,0.84,2.42,0.00
1.00,2.00,0.80,0.90,5000,2137,4173.03,4989,0,0.00,0,0.38,0.85,2.12,0.00
1.00,2.00,0.80,1.00,5000,1868,4178.97,4989,0,0.00,0,0.42,0.86,1.70,0.00
1.00,2.00,0.80,0.00,5000,3692,4512.20,4986,0,0.00,0,0.47,0.86,1.90,0.00
1.00,2.00,0.80,0.70,5000,2962,4454.93,4988,0,0.00,0,0.45,0.87,2.05,0.00
1.00,2.00,0.80,0.40,5000,2324,4059.10,4979,0,0.00,0,0.44,0.87,2.21,0.00
1.00,2.00,0.80,0.10,5000,2148,4337.97,4992,0,0.00,0,0.40,0.89,1.68,0.00
1.00,2.00,0.80,0.80,5000,1407,4082.27,4812,0,0.00,0,0.44,0.89,1.59,0.00
1.00,2.00,0.80,0.30,5000,3102,4371.53,4963,0,0.00,0,0.45,0.89,2.71,0.00
1.00,2.00,0.80,0.20,5000,2520,4277.77,4992,0,0.00,0,0.40,0.89,1.69,0.00
