From,To,Distance,CMSA,Normalized CMSA,High CMSA,Found-optimal edge
0,30,39643.000000,65.000000,1.000000,true,true
1,57,110463.000000,65.000000,1.000000,true,true
2,11,192889.000000,1.000000,0.015385,false,false
3,5,58668.000000,1.000000,0.015385,false,true
4,12,33666.000000,65.000000,1.000000,true,true
5,36,88957.000000,33.000000,0.507692,false,true
6,28,56842.000000,0.000000,0.000000,false,false
7,25,103686.000000,0.000000,0.000000,false,false
8,7,100223.000000,0.000000,0.000000,false,false
9,26,91116.000000,65.000000,1.000000,true,false
10,1,120195.000000,1.000000,0.015385,false,true
11,0,190214.000000,56.000000,0.861538,false,false
12,4,134868.000000,1.000000,0.015385,false,false
13,45,100412.000000,0.000000,0.000000,false,false
14,39,91419.000000,65.000000,1.000000,true,true
15,16,30140.000000,1.000000,0.015385,false,false
16,31,45984.000000,65.000000,1.000000,true,false
17,52,52158.000000,27.000000,0.415385,false,true
18,32,90410.000000,0.000000,0.000000,false,false
19,13,118057.000000,0.000000,0.000000,false,false
20,40,107326.000000,1.000000,0.015385,false,true
21,20,62706.000000,65.000000,1.000000,true,true
22,9,75866.000000,1.000000,0.015385,false,false
23,37,85944.000000,65.000000,1.000000,true,true
24,46,69509.000000,19.000000,0.292308,false,true
25,55,112619.000000,1.000000,0.015385,false,false
26,22,125046.000000,0.000000,0.000000,false,false
27,64,5729.000000,65.000000,1.000000,true,true
28,6,36589.000000,65.000000,1.000000,true,true
29,65,66533.000000,65.000000,1.000000,true,true
30,44,53051.000000,1.000000,0.015385,false,true
31,63,146927.000000,0.000000,0.000000,false,true
32,51,113061.000000,65.000000,1.000000,true,true
33,38,76701.000000,1.000000,0.015385,false,true
34,10,17088.000000,0.000000,0.000000,false,true
35,43,66971.000000,54.000000,0.830769,false,true
36,60,45066.000000,65.000000,1.000000,true,true
37,23,75149.000000,1.000000,0.015385,false,false
38,33,45346.000000,65.000000,1.000000,true,false
39,21,38637.000000,65.000000,1.000000,true,false
40,42,112179.000000,0.000000,0.000000,false,false
41,56,138493.000000,1.000000,0.015385,false,false
42,62,63526.000000,1.000000,0.015385,false,false
43,35,132381.000000,12.000000,0.184615,false,false
44,2,31825.000000,65.000000,1.000000,true,false
45,19,34533.000000,65.000000,1.000000,true,false
46,34,61795.000000,65.000000,1.000000,true,true
47,54,65518.000000,12.000000,0.184615,false,false
48,15,13606.000000,65.000000,1.000000,true,true
49,47,52625.000000,54.000000,0.830769,false,false
50,59,66399.000000,0.000000,0.000000,false,false
51,14,178154.000000,2.000000,0.030769,false,false
52,8,125863.000000,0.000000,0.000000,false,false
53,27,83394.000000,5.000000,0.076923,false,true
54,49,49145.000000,13.000000,0.200000,false,false
55,24,85320.000000,17.000000,0.261538,false,false
56,61,77165.000000,2.000000,0.030769,false,false
57,3,148130.000000,0.000000,0.000000,false,true
58,18,62716.000000,0.000000,0.000000,false,false
59,17,106619.000000,0.000000,0.000000,false,false
60,50,93525.000000,65.000000,1.000000,true,true
61,41,94852.000000,0.000000,0.000000,false,false
62,58,47448.000000,65.000000,1.000000,true,false
63,48,40716.000000,8.000000,0.123077,false,false
64,53,108715.000000,1.000000,0.015385,false,false
65,29,164940.000000,1.000000,0.015385,false,false
