From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,3,19.000000,0.000000,0.000000,false,false
1,2,6.000000,149.000000,0.993333,false,true
2,1,6.000000,2.000000,0.013333,false,false
3,4,20.000000,150.000000,1.000000,true,true
4,5,11.000000,150.000000,1.000000,true,true
5,133,17.000000,3.000000,0.020000,false,false
6,7,10.000000,150.000000,1.000000,true,true
7,8,20.000000,150.000000,1.000000,true,true
8,9,16.000000,150.000000,1.000000,true,true
9,10,9.000000,150.000000,1.000000,true,true
10,76,12.000000,150.000000,1.000000,true,true
11,12,14.000000,150.000000,1.000000,true,true
12,13,14.000000,0.000000,0.000000,false,true
13,17,10.000000,148.000000,0.986667,false,true
14,15,16.000000,0.000000,0.000000,false,true
15,16,14.000000,150.000000,1.000000,true,true
16,21,32.000000,0.000000,0.000000,false,true
17,18,11.000000,111.000000,0.740000,false,true
18,19,10.000000,150.000000,1.000000,true,true
19,20,9.000000,150.000000,1.000000,true,true
20,32,22.000000,0.000000,0.000000,false,false
21,29,17.000000,0.000000,0.000000,false,true
22,23,11.000000,149.000000,0.993333,false,false
23,24,22.000000,150.000000,1.000000,true,true
24,25,11.000000,150.000000,1.000000,true,true
25,150,28.000000,150.000000,1.000000,true,true
26,27,13.000000,150.000000,1.000000,true,false
27,26,13.000000,0.000000,0.000000,false,true
28,30,15.000000,150.000000,1.000000,true,false
29,22,11.000000,4.000000,0.026667,false,true
30,28,15.000000,1.000000,0.006667,false,true
31,33,11.000000,150.000000,1.000000,true,false
32,36,18.000000,0.000000,0.000000,false,true
33,31,11.000000,1.000000,0.006667,false,true
34,35,12.000000,150.000000,1.000000,true,true
35,34,12.000000,1.000000,0.006667,false,true
36,37,29.000000,0.000000,0.000000,false,false
37,38,20.000000,1.000000,0.006667,false,true
38,39,10.000000,2.000000,0.013333,false,true
39,40,12.000000,5.000000,0.033333,false,true
40,46,26.000000,0.000000,0.000000,false,false
41,42,25.000000,150.000000,1.000000,true,true
42,41,25.000000,1.000000,0.006667,false,false
43,55,8.000000,150.000000,1.000000,true,true
44,45,10.000000,8.000000,0.053333,false,true
45,44,10.000000,143.000000,0.953333,false,true
46,47,11.000000,150.000000,1.000000,true,true
47,48,13.000000,150.000000,1.000000,true,true
48,51,11.000000,150.000000,1.000000,true,true
49,73,16.000000,139.000000,0.926667,false,true
50,49,14.000000,49.000000,0.326667,false,true
51,52,11.000000,150.000000,1.000000,true,true
52,53,14.000000,147.000000,0.980000,false,true
53,43,14.000000,150.000000,1.000000,true,true
54,58,19.000000,150.000000,1.000000,true,true
55,54,21.000000,150.000000,1.000000,true,true
56,57,22.000000,5.000000,0.033333,false,true
57,62,8.000000,150.000000,1.000000,true,true
58,59,9.000000,150.000000,1.000000,true,true
59,60,12.000000,105.000000,0.700000,false,true
60,50,15.000000,48.000000,0.320000,false,true
61,68,11.000000,150.000000,1.000000,true,false
62,63,25.000000,0.000000,0.000000,false,false
63,64,19.000000,148.000000,0.986667,false,true
64,56,15.000000,150.000000,1.000000,true,true
65,88,50.000000,0.000000,0.000000,false,true
66,65,13.000000,150.000000,1.000000,true,true
67,69,10.000000,150.000000,1.000000,true,false
68,67,13.000000,149.000000,0.993333,false,true
69,66,24.000000,0.000000,0.000000,false,false
70,87,14.000000,12.000000,0.080000,false,false
71,61,33.000000,0.000000,0.000000,false,false
72,78,12.000000,1.000000,0.006667,false,true
73,77,13.000000,140.000000,0.933333,false,true
74,75,19.000000,3.000000,0.020000,false,true
75,11,17.000000,150.000000,1.000000,true,true
76,74,16.000000,2.000000,0.013333,false,true
77,72,25.000000,0.000000,0.000000,false,true
78,82,8.000000,140.000000,0.933333,false,true
79,80,7.000000,142.000000,0.946667,false,true
80,81,9.000000,143.000000,0.953333,false,true
81,0,13.000000,0.000000,0.000000,false,true
82,79,11.000000,141.000000,0.940000,false,true
83,84,12.000000,8.000000,0.053333,false,true
84,71,19.000000,150.000000,1.000000,true,true
85,86,7.000000,150.000000,1.000000,true,true
86,85,7.000000,1.000000,0.006667,false,false
87,70,14.000000,139.000000,0.926667,false,true
88,89,18.000000,0.000000,0.000000,false,true
89,90,7.000000,150.000000,1.000000,true,true
90,91,18.000000,0.000000,0.000000,false,true
91,94,17.000000,136.000000,0.906667,false,false
92,93,12.000000,16.000000,0.106667,false,true
93,108,18.000000,36.000000,0.240000,false,true
94,92,18.000000,15.000000,0.100000,false,false
95,96,13.000000,0.000000,0.000000,false,false
96,97,10.000000,147.000000,0.980000,false,true
97,99,14.000000,144.000000,0.960000,false,true
98,95,17.000000,150.000000,1.000000,true,true
99,98,18.000000,150.000000,1.000000,true,true
100,102,14.000000,150.000000,1.000000,true,true
101,100,16.000000,3.000000,0.020000,false,true
102,103,12.000000,150.000000,1.000000,true,true
103,104,24.000000,0.000000,0.000000,false,true
104,114,11.000000,150.000000,1.000000,true,true
105,110,91.000000,0.000000,0.000000,false,false
106,105,8.000000,150.000000,1.000000,true,true
107,106,13.000000,150.000000,1.000000,true,true
108,83,15.000000,0.000000,0.000000,false,true
109,107,12.000000,150.000000,1.000000,true,true
110,109,20.000000,147.000000,0.980000,false,true
111,112,18.000000,150.000000,1.000000,true,true
112,132,7.000000,150.000000,1.000000,true,true
113,115,19.000000,150.000000,1.000000,true,true
114,113,25.000000,0.000000,0.000000,false,true
115,116,13.000000,150.000000,1.000000,true,true
116,117,11.000000,150.000000,1.000000,true,true
117,118,8.000000,150.000000,1.000000,true,true
118,119,18.000000,150.000000,1.000000,true,true
119,120,10.000000,149.000000,0.993333,false,true
120,121,7.000000,150.000000,1.000000,true,true
121,122,16.000000,150.000000,1.000000,true,true
122,123,17.000000,150.000000,1.000000,true,true
123,101,22.000000,2.000000,0.013333,false,true
124,129,41.000000,7.000000,0.046667,false,true
125,124,15.000000,144.000000,0.960000,false,true
126,125,11.000000,150.000000,1.000000,true,true
127,126,7.000000,150.000000,1.000000,true,true
128,130,15.000000,150.000000,1.000000,true,true
129,146,28.000000,150.000000,1.000000,true,true
