Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,5000,1,9.30,15,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.90,5000,0,10.60,29,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.20,5000,4,11.30,19,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.70,5000,4,15.00,32,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,1.00,5000,2,18.70,42,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.40,5000,4,18.90,79,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.80,5000,4,21.80,104,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.30,5000,2,29.10,137,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.50,5000,7,36.00,173,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.10,5000,6,17.10,54,0,0.00,0,0.00,0.01,0.07,90.00
1.00,2.00,0.80,0.00,5000,1,22.50,62,0,0.00,0,0.00,0.01,0.07,80.00
