Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,0.75,1980,722,1434.60,1961,0,0.00,0,0.00,1.92,5.54,13.33
1.00,2.00,0.80,0.10,0.50,1980,497,1246.00,1936,0,0.00,0,0.00,1.97,6.04,20.00
1.00,2.00,0.80,0.20,1.00,1980,1119,1646.30,1973,0,0.00,0,0.58,2.07,6.17,0.00
1.00,2.00,0.80,0.20,0.50,1980,782,1475.67,1950,0,0.00,0,0.00,2.26,6.96,6.67
1.00,2.00,0.80,0.10,0.00,1980,460,1043.07,1762,0,0.00,0,0.00,2.37,7.46,3.33
1.00,2.00,0.80,0.10,1.00,1980,556,1411.33,1869,0,0.00,0,0.00,2.46,6.04,6.67
1.00,2.00,0.80,0.30,0.50,1980,1098,1625.30,1973,0,0.00,0,0.30,2.48,8.51,0.00
1.00,2.00,0.80,0.20,0.75,1980,836,1494.17,1902,0,0.00,0,0.00,2.57,6.46,3.33
1.00,2.00,0.80,0.10,0.25,1980,513,1309.70,1930,0,0.00,0,0.00,2.72,7.72,6.67
1.00,2.00,0.80,0.20,0.00,1980,520,1343.33,1935,0,0.00,0,0.30,3.13,6.47,0.00
1.00,2.00,0.80,0.30,1.00,1980,1305,1794.87,1974,0,0.00,0,0.30,3.28,9.44,0.00
1.00,2.00,0.80,0.40,1.00,1980,1224,1815.00,1974,0,0.00,0,1.38,3.29,6.07,0.00
1.00,2.00,0.80,0.20,0.25,1980,360,1463.60,1961,0,0.00,0,0.96,3.36,6.69,0.00
1.00,2.00,0.80,0.30,0.75,1980,1356,1728.43,1968,0,0.00,0,1.29,4.01,10.17,0.00
1.00,2.00,0.80,0.50,1.00,1980,1438,1828.27,1977,0,0.00,0,1.69,4.67,7.95,0.00
1.00,2.00,0.80,0.30,0.25,1980,234,1524.73,1976,0,0.00,0,1.73,4.93,9.81,0.00
1.00,2.00,0.80,0.70,1.00,1980,1604,1881.87,1973,0,0.00,0,2.56,5.01,8.43,0.00
1.00,2.00,0.80,0.40,0.75,1980,1018,1763.80,1978,0,0.00,0,1.35,5.07,10.17,0.00
1.00,2.00,0.80,0.80,1.00,1980,1495,1868.67,1979,0,0.00,0,1.69,5.07,9.49,0.00
1.00,2.00,0.80,0.50,0.75,1980,1409,1813.47,1973,0,0.00,0,1.34,5.28,10.20,0.00
1.00,2.00,0.80,0.60,1.00,1980,1467,1858.13,1978,0,0.00,0,1.69,5.29,9.31,0.00
1.00,2.00,0.80,0.50,0.50,1980,1281,1811.43,1976,0,0.00,0,1.33,5.61,10.54,0.00
1.00,2.00,0.80,0.40,0.50,1980,661,1733.03,1945,0,0.00,0,1.59,5.72,9.99,0.00
1.00,2.00,0.80,0.60,0.75,1980,1355,1831.57,1973,0,0.00,0,1.29,6.00,10.26,0.00
1.00,2.00,0.80,0.90,1.00,1980,1551,1872.50,1978,0,0.00,0,2.45,6.03,9.21,0.00
1.00,2.00,0.80,0.30,0.00,1980,995,1552.20,1973,0,0.00,0,1.26,6.16,9.80,0.00
1.00,2.00,0.80,0.60,0.50,1980,736,1814.20,1978,0,0.00,0,1.29,6.34,11.33,0.00
1.00,2.00,0.80,0.90,0.50,1980,1610,1883.63,1976,0,0.00,0,1.50,6.34,11.05,0.00
1.00,2.00,0.80,1.00,1.00,1980,1679,1899.50,1979,0,0.00,0,1.81,6.47,10.36,0.00
1.00,2.00,0.80,1.00,0.75,1980,1695,1903.67,1978,0,0.00,0,3.22,6.52,10.86,0.00
1.00,2.00,0.80,0.80,0.50,1980,1324,1839.17,1979,0,0.00,0,1.68,6.57,10.57,0.00
1.00,2.00,0.80,0.80,0.75,1980,1375,1868.97,1978,0,0.00,0,2.16,6.58,10.40,0.00
1.00,2.00,0.80,0.70,0.75,1980,1269,1855.37,1978,0,0.00,0,1.91,6.62,10.80,0.00
1.00,2.00,0.80,0.90,0.75,1980,1500,1870.50,1979,0,0.00,0,2.73,6.96,10.40,0.00
1.00,2.00,0.80,1.00,0.50,1980,1513,1840.00,1978,0,0.00,0,3.45,7.00,11.05,0.00
1.00,2.00,0.80,0.40,0.00,1980,358,1599.17,1976,0,0.00,0,2.68,7.09,10.63,0.00
1.00,2.00,0.80,0.70,0.50,1980,1348,1844.70,1979,0,0.00,0,2.99,7.25,10.41,0.00
1.00,2.00,0.80,0.40,0.25,1980,47,1160.83,1962,0,0.00,0,2.25,7.60,10.52,0.00
1.00,2.00,0.80,0.50,0.25,1980,28,1089.17,1960,0,0.00,0,2.55,7.86,10.39,0.00
1.00,2.00,0.80,0.50,0.00,1980,24,1361.57,1958,0,0.00,0,2.55,7.99,10.63,0.00
1.00,2.00,0.80,0.80,0.25,1980,111,1154.37,1954,0,0.00,0,3.84,8.28,9.95,0.00
1.00,2.00,0.80,0.60,0.25,1980,63,1065.23,1975,0,0.00,0,2.88,8.39,10.41,0.00
1.00,2.00,0.80,0.60,0.00,1980,159,1200.83,1967,0,0.00,0,2.55,8.43,10.63,0.00
1.00,2.00,0.80,0.70,0.25,1980,62,1119.10,1968,0,0.00,0,3.28,8.55,9.96,0.00
1.00,2.00,0.80,0.70,0.00,1980,78,1235.40,1979,0,0.00,0,3.76,8.69,10.63,0.00
1.00,2.00,0.80,0.90,0.25,1980,293,1175.67,1895,0,0.00,0,4.97,8.94,9.92,0.00
1.00,2.00,0.80,1.00,0.25,1980,379,1130.50,1941,0,0.00,0,4.52,9.15,10.10,0.00
1.00,2.00,0.80,0.90,0.00,1980,120,1096.40,1977,0,0.00,0,3.92,9.41,10.63,0.00
1.00,2.00,0.80,0.80,0.00,1980,268,1180.70,1973,0,0.00,0,6.91,9.45,10.38,0.00
1.00,2.00,0.80,1.00,0.00,1980,295,1247.33,1970,0,0.00,0,4.73,9.60,10.40,0.00
