Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,100,12,47.97,97,0,0.00,0,0.23,0.38,0.44,0.00
1.00,2.00,0.80,0.90,100,14,45.23,88,0,0.00,0,0.23,0.38,0.50,0.00
1.00,2.00,0.80,0.70,100,3,55.10,94,0,0.00,0,0.23,0.39,0.52,0.00
1.00,2.00,0.80,0.80,100,3,40.10,94,0,0.00,0,0.23,0.40,0.52,0.00
1.00,2.00,0.80,0.60,100,4,38.10,92,0,0.00,0,0.34,0.42,0.52,0.00
1.00,2.00,0.80,0.50,100,3,35.17,90,0,0.00,0,0.34,0.42,0.59,0.00
1.00,2.00,0.80,0.40,100,4,33.30,90,0,0.00,0,0.34,0.45,0.52,0.00
1.00,2.00,0.80,0.30,100,6,33.07,91,0,0.00,0,0.36,0.47,0.59,0.00
1.00,2.00,0.80,0.20,100,4,32.10,91,0,0.00,0,0.32,0.48,0.57,0.00
1.00,2.00,0.80,0.10,100,5,29.97,99,0,0.00,0,0.37,0.49,0.59,0.00
