Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,1950,142,774.47,1904,0,0.00,0,0.00,0.86,2.50,10.00
1.00,2.00,0.80,1.00,1950,198,1199.70,1918,0,0.00,0,0.00,0.90,4.13,26.67
1.00,2.00,0.80,0.50,1950,95,687.27,1818,0,0.00,0,0.00,0.92,5.06,23.33
1.00,2.00,0.80,0.80,1950,158,1225.30,1905,0,0.00,0,0.00,1.01,5.55,26.67
1.00,2.00,0.80,0.20,1950,165,650.40,1666,0,0.00,0,0.00,1.10,4.84,13.33
1.00,2.00,0.80,0.70,1950,54,1001.87,1872,0,0.00,0,0.00,1.12,5.49,26.67
1.00,2.00,0.80,0.90,1950,250,915.63,1659,0,0.00,0,0.00,1.25,4.68,16.67
1.00,2.00,0.80,0.30,1950,62,623.73,1647,0,0.00,0,0.00,1.25,5.82,10.00
1.00,2.00,0.80,0.10,1950,80,590.63,1949,0,0.00,0,0.00,1.29,4.68,6.67
1.00,2.00,0.80,0.60,1950,93,878.63,1736,0,0.00,0,0.00,1.35,4.68,10.00
