Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,100,8,42.37,95,0,0.00,0,0.32,0.43,0.59,0.00
1.00,2.00,0.80,0.50,100,3,42.17,92,0,0.00,0,0.32,0.43,0.57,0.00
1.00,2.00,0.80,0.20,100,7,52.87,97,0,0.00,0,0.37,0.46,0.59,0.00
1.00,2.00,0.80,0.70,100,1,43.67,95,0,0.00,0,0.36,0.47,0.59,0.00
1.00,2.00,0.80,0.40,100,11,36.00,98,0,0.00,0,0.32,0.47,0.59,0.00
1.00,2.00,0.80,0.10,100,7,37.47,95,0,0.00,0,0.36,0.48,0.59,0.00
1.00,2.00,0.80,0.30,100,6,51.33,99,0,0.00,0,0.36,0.48,0.59,0.00
1.00,2.00,0.80,0.00,100,11,50.10,96,0,0.00,0,0.36,0.48,0.59,0.00
1.00,2.00,0.80,0.90,100,3,44.70,98,0,0.00,0,0.36,0.48,0.57,0.00
1.00,2.00,0.80,0.60,100,7,39.73,95,0,0.00,0,0.36,0.49,0.59,0.00
1.00,2.00,0.80,0.80,100,8,31.80,80,0,0.00,0,0.34,0.50,0.59,0.00
