Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,5,528.67,2973,0,0.00,0,1.90,2.29,2.42,0.00
1.00,2.00,0.80,0.40,5000,8,683.87,3152,0,0.00,0,2.08,2.31,2.42,0.00
1.00,2.00,0.80,0.20,5000,1,374.27,3552,0,0.00,0,2.15,2.31,2.42,0.00
1.00,2.00,0.80,0.30,5000,5,417.10,4900,0,0.00,0,2.21,2.34,2.42,0.00
1.00,2.00,0.80,0.00,5000,1,324.90,2387,0,0.00,0,2.20,2.37,2.47,0.00
1.00,2.00,0.80,0.60,5000,11,745.20,3726,0,0.00,0,2.08,2.40,2.59,0.00
1.00,2.00,0.80,0.50,5000,7,486.07,3933,0,0.00,0,2.19,2.41,2.57,0.00
1.00,2.00,0.80,0.80,5000,15,773.63,4158,0,0.00,0,2.04,2.42,2.60,0.00
1.00,2.00,0.80,0.70,5000,10,888.80,4430,0,0.00,0,2.12,2.42,2.61,0.00
1.00,2.00,0.80,0.90,5000,3,912.43,4456,0,0.00,0,2.25,2.47,2.63,0.00
1.00,2.00,0.80,1.00,5000,18,523.10,4371,0,0.00,0,2.07,2.48,2.75,0.00
