From,To,Distance,CMSA,Normalized CMSA,High CMSA,Found-optimal edge
0,1,133.000000,0.000000,0.000000,false,false
1,0,132.000000,0.000000,0.000000,false,false
2,3,171.000000,0.000000,0.000000,false,false
3,2,170.000000,0.000000,0.000000,false,false
4,5,272.000000,0.000000,0.000000,false,false
5,4,273.000000,0.000000,0.000000,false,false
6,7,98.000000,0.000000,0.000000,false,false
7,6,101.000000,0.000000,0.000000,false,false
8,11,122.000000,0.000000,0.000000,false,false
9,8,127.000000,0.000000,0.000000,false,false
10,14,59.000000,0.000000,0.000000,false,false
11,9,105.000000,0.000000,0.000000,false,false
12,13,115.000000,0.000000,0.000000,false,false
13,12,114.000000,0.000000,0.000000,false,false
14,10,60.000000,0.000000,0.000000,false,false
15,16,51.000000,0.000000,0.000000,false,false
16,15,51.000000,0.000000,0.000000,false,false
17,20,14.000000,175.000000,1.000000,true,false
18,21,14.000000,0.000000,0.000000,false,false
19,22,14.000000,0.000000,0.000000,false,false
20,23,14.000000,0.000000,0.000000,false,false
21,24,14.000000,0.000000,0.000000,false,false
22,25,14.000000,0.000000,0.000000,false,false
23,26,14.000000,0.000000,0.000000,false,false
24,27,14.000000,0.000000,0.000000,false,false
25,28,14.000000,0.000000,0.000000,false,false
26,18,14.000000,0.000000,0.000000,false,false
27,19,14.000000,0.000000,0.000000,false,false
28,175,15.000000,0.000000,0.000000,false,false
29,32,39.000000,0.000000,0.000000,false,false
30,33,27.000000,0.000000,0.000000,false,false
31,34,69.000000,0.000000,0.000000,false,false
32,29,39.000000,0.000000,0.000000,false,false
33,30,27.000000,0.000000,0.000000,false,false
34,31,69.000000,0.000000,0.000000,false,false
35,36,40.000000,0.000000,0.000000,false,false
36,35,40.000000,0.000000,0.000000,false,false
37,38,33.000000,0.000000,0.000000,false,false
38,37,33.000000,0.000000,0.000000,false,false
39,41,24.000000,0.000000,0.000000,false,false
40,102,50.000000,0.000000,0.000000,false,false
41,42,24.000000,0.000000,0.000000,false,false
42,39,20.000000,0.000000,0.000000,false,false
43,46,36.000000,0.000000,0.000000,false,false
44,43,35.000000,0.000000,0.000000,false,false
45,47,34.000000,0.000000,0.000000,false,false
46,74,29.000000,0.000000,0.000000,false,false
47,45,33.000000,55.000000,0.314286,false,false
48,50,26.000000,175.000000,1.000000,true,false
49,44,26.000000,0.000000,0.000000,false,false
50,48,26.000000,1.000000,0.005714,false,false
51,66,32.000000,0.000000,0.000000,false,false
52,68,26.000000,0.000000,0.000000,false,false
53,81,36.000000,0.000000,0.000000,false,false
54,67,34.000000,0.000000,0.000000,false,false
55,51,37.000000,0.000000,0.000000,false,false
56,160,14.000000,175.000000,1.000000,true,false
57,166,14.000000,0.000000,0.000000,false,false
58,167,14.000000,0.000000,0.000000,false,false
59,168,14.000000,0.000000,0.000000,false,false
60,169,14.000000,0.000000,0.000000,false,false
61,53,30.000000,0.000000,0.000000,false,false
62,56,14.000000,2.000000,0.011429,false,false
63,152,14.000000,0.000000,0.000000,false,false
64,108,14.000000,0.000000,0.000000,false,false
65,83,14.000000,0.000000,0.000000,false,false
66,54,27.000000,0.000000,0.000000,false,false
67,49,34.000000,0.000000,0.000000,false,false
68,52,26.000000,0.000000,0.000000,false,false
69,61,27.000000,0.000000,0.000000,false,false
70,69,28.000000,0.000000,0.000000,false,false
71,85,61.000000,0.000000,0.000000,false,false
72,84,63.000000,0.000000,0.000000,false,false
73,80,34.000000,0.000000,0.000000,false,false
74,73,29.000000,0.000000,0.000000,false,false
75,78,106.000000,0.000000,0.000000,false,false
76,153,14.000000,0.000000,0.000000,false,false
77,154,14.000000,0.000000,0.000000,false,false
78,87,109.000000,0.000000,0.000000,false,false
79,58,14.000000,0.000000,0.000000,false,false
80,70,34.000000,0.000000,0.000000,false,false
81,55,40.000000,0.000000,0.000000,false,false
82,92,14.000000,0.000000,0.000000,false,false
83,82,14.000000,0.000000,0.000000,false,false
84,72,63.000000,0.000000,0.000000,false,false
85,71,63.000000,0.000000,0.000000,false,false
86,93,49.000000,0.000000,0.000000,false,false
87,91,114.000000,0.000000,0.000000,false,false
88,131,101.000000,0.000000,0.000000,false,false
89,107,105.000000,0.000000,0.000000,false,false
90,94,36.000000,0.000000,0.000000,false,false
91,89,111.000000,0.000000,0.000000,false,false
92,57,14.000000,0.000000,0.000000,false,false
93,86,50.000000,0.000000,0.000000,false,false
94,90,36.000000,0.000000,0.000000,false,false
95,97,14.000000,175.000000,1.000000,true,false
96,116,18.000000,0.000000,0.000000,false,false
97,101,14.000000,0.000000,0.000000,false,false
98,110,14.000000,0.000000,0.000000,false,false
99,105,86.000000,0.000000,0.000000,false,false
100,103,45.000000,0.000000,0.000000,false,false
101,147,14.000000,0.000000,0.000000,false,false
102,40,51.000000,0.000000,0.000000,false,false
103,111,43.000000,0.000000,0.000000,false,false
104,100,48.000000,0.000000,0.000000,false,false
105,99,88.000000,0.000000,0.000000,false,false
106,115,110.000000,0.000000,0.000000,false,false
107,124,118.000000,0.000000,0.000000,false,false
108,109,14.000000,0.000000,0.000000,false,false
109,149,14.000000,0.000000,0.000000,false,false
110,117,14.000000,0.000000,0.000000,false,false
111,104,44.000000,0.000000,0.000000,false,false
112,114,37.000000,0.000000,0.000000,false,false
113,155,14.000000,0.000000,0.000000,false,false
114,112,37.000000,0.000000,0.000000,false,false
115,106,108.000000,0.000000,0.000000,false,false
116,126,18.000000,0.000000,0.000000,false,false
117,98,14.000000,0.000000,0.000000,false,false
118,119,48.000000,0.000000,0.000000,false,false
119,118,48.000000,0.000000,0.000000,false,false
120,163,104.000000,0.000000,0.000000,false,false
121,88,96.000000,0.000000,0.000000,false,false
122,129,64.000000,0.000000,0.000000,false,false
123,127,59.000000,0.000000,0.000000,false,false
124,75,117.000000,0.000000,0.000000,false,false
125,123,40.000000,0.000000,0.000000,false,false
126,95,14.000000,1.000000,0.005714,false,false
127,130,69.000000,0.000000,0.000000,false,false
128,125,51.000000,0.000000,0.000000,false,false
129,122,67.000000,0.000000,0.000000,false,false
130,128,63.000000,0.000000,0.000000,false,false
131,121,96.000000,0.000000,0.000000,false,false
132,120,100.000000,0.000000,0.000000,false,false
133,148,67.000000,0.000000,0.000000,false,false
134,161,40.000000,0.000000,0.000000,false,false
135,142,40.000000,0.000000,0.000000,false,false
136,172,46.000000,0.000000,0.000000,false,false
137,141,40.000000,0.000000,0.000000,false,false
138,135,40.000000,0.000000,0.000000,false,false
139,162,44.000000,0.000000,0.000000,false,false
