Alpha,Beta,Rho,Heuristic weight,MSA patch bias,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,0.25,5000,95,2412.23,4802,0,0.00,0,8.67,11.15,13.50,0.00
1.00,2.00,0.80,0.60,0.50,5000,95,2412.23,4802,0,0.00,0,8.67,11.15,13.50,0.00
1.00,2.00,0.80,0.60,0.75,5000,95,2412.23,4802,0,0.00,0,8.67,11.15,13.50,0.00
1.00,2.00,0.80,0.60,1.00,5000,95,2412.23,4802,0,0.00,0,8.67,11.15,13.50,0.00
1.00,2.00,0.80,0.90,0.25,5000,222,2424.43,4979,0,0.00,0,8.22,11.25,14.18,0.00
1.00,2.00,0.80,0.90,0.50,5000,222,2424.43,4979,0,0.00,0,8.22,11.25,14.18,0.00
1.00,2.00,0.80,0.90,0.75,5000,222,2424.43,4979,0,0.00,0,8.22,11.25,14.18,0.00
1.00,2.00,0.80,0.90,1.00,5000,222,2424.43,4979,0,0.00,0,8.22,11.25,14.18,0.00
1.00,2.00,0.80,0.50,0.00,5000,243,2847.67,4878,0,0.00,0,8.22,11.25,13.57,0.00
1.00,2.00,0.80,1.00,0.00,5000,202,2277.23,4629,0,0.00,0,8.97,11.38,13.80,0.00
1.00,2.00,0.80,1.00,0.25,5000,196,1964.10,4946,0,0.00,0,8.37,11.43,13.80,0.00
1.00,2.00,0.80,1.00,0.50,5000,196,1964.10,4946,0,0.00,0,8.37,11.43,13.80,0.00
1.00,2.00,0.80,1.00,0.75,5000,196,1964.10,4946,0,0.00,0,8.37,11.43,13.80,0.00
1.00,2.00,0.80,1.00,1.00,5000,196,1964.10,4946,0,0.00,0,8.37,11.43,13.80,0.00
1.00,2.00,0.80,0.40,0.25,5000,33,2592.60,4964,0,0.00,0,8.37,11.46,13.95,0.00
1.00,2.00,0.80,0.40,0.50,5000,33,2592.60,4964,0,0.00,0,8.37,11.46,13.95,0.00
1.00,2.00,0.80,0.40,0.75,5000,33,2592.60,4964,0,0.00,0,8.37,11.46,13.95,0.00
1.00,2.00,0.80,0.40,1.00,5000,33,2592.60,4964,0,0.00,0,8.37,11.46,13.95,0.00
1.00,2.00,0.80,0.50,0.25,5000,140,2113.87,4715,0,0.00,0,8.45,11.55,13.65,0.00
1.00,2.00,0.80,0.50,0.50,5000,140,2113.87,4715,0,0.00,0,8.45,11.55,13.65,0.00
1.00,2.00,0.80,0.50,0.75,5000,140,2113.87,4715,0,0.00,0,8.45,11.55,13.65,0.00
