Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.70,100,27,69.50,99,0,0.00,0,1.33,2.40,4.20,0.00
1.00,2.00,0.80,0.90,100,17,68.20,97,0,0.00,0,1.03,2.43,5.16,0.00
1.00,2.00,0.80,0.80,100,31,73.37,98,0,0.00,0,1.03,2.63,5.77,0.00
1.00,2.00,0.80,1.00,100,31,68.07,99,0,0.00,0,1.05,2.68,5.53,0.00
1.00,2.00,0.80,0.30,100,28,68.20,99,0,0.00,0,0.67,2.74,6.36,0.00
1.00,2.00,0.80,0.60,100,33,67.63,98,0,0.00,0,0.92,2.96,5.94,0.00
1.00,2.00,0.80,0.50,100,35,71.57,99,0,0.00,0,0.82,2.97,7.67,0.00
1.00,2.00,0.80,0.20,100,35,73.83,96,0,0.00,0,0.59,3.29,5.43,0.00
1.00,2.00,0.80,0.40,100,35,77.87,99,0,0.00,0,1.03,3.39,6.93,0.00
1.00,2.00,0.80,0.10,100,27,74.73,99,0,0.00,0,1.07,3.88,6.57,0.00
