From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,61,21.000000,37.000000,0.578125,false,false
1,37,20.000000,64.000000,1.000000,true,true
2,4,20.000000,64.000000,1.000000,true,true
3,0,27.000000,13.000000,0.203125,false,true
4,39,5.000000,64.000000,1.000000,true,true
5,6,47.000000,64.000000,1.000000,true,true
6,57,70.000000,0.000000,0.000000,false,true
7,36,26.000000,0.000000,0.000000,false,true
8,40,21.000000,64.000000,1.000000,true,true
9,41,54.000000,0.000000,0.000000,false,false
10,60,6.000000,17.000000,0.265625,false,true
11,45,12.000000,63.000000,0.984375,false,true
12,35,113.000000,1.000000,0.015625,false,true
13,15,25.000000,0.000000,0.000000,false,false
14,47,19.000000,1.000000,0.015625,false,true
15,13,25.000000,0.000000,0.000000,false,false
16,18,16.000000,0.000000,0.000000,false,false
17,16,7.000000,64.000000,1.000000,true,false
18,17,9.000000,63.000000,0.984375,false,false
19,46,19.000000,64.000000,1.000000,true,true
20,19,19.000000,64.000000,1.000000,true,false
21,48,12.000000,64.000000,1.000000,true,true
22,59,14.000000,64.000000,1.000000,true,true
23,49,30.000000,2.000000,0.031250,false,true
24,51,37.000000,0.000000,0.000000,false,false
25,63,22.000000,64.000000,1.000000,true,true
26,23,65.000000,0.000000,0.000000,false,false
27,26,20.000000,64.000000,1.000000,true,true
28,27,8.000000,64.000000,1.000000,true,true
29,55,48.000000,0.000000,0.000000,false,true
30,53,41.000000,2.000000,0.031250,false,true
31,62,16.000000,64.000000,1.000000,true,true
32,50,54.000000,0.000000,0.000000,false,true
33,56,34.000000,1.000000,0.015625,false,true
34,32,56.000000,0.000000,0.000000,false,true
35,20,27.000000,63.000000,0.984375,false,true
36,8,7.000000,64.000000,1.000000,true,true
37,3,19.000000,0.000000,0.000000,false,true
38,2,30.000000,64.000000,1.000000,true,true
39,5,28.000000,62.000000,0.968750,false,true
40,7,42.000000,0.000000,0.000000,false,false
41,9,11.000000,64.000000,1.000000,true,true
42,43,25.000000,64.000000,1.000000,true,true
43,44,62.000000,64.000000,1.000000,true,true
44,11,9.000000,64.000000,1.000000,true,true
45,42,30.000000,0.000000,0.000000,false,false
46,12,67.000000,0.000000,0.000000,false,false
47,14,55.000000,0.000000,0.000000,false,false
48,21,12.000000,1.000000,0.015625,false,false
49,22,10.000000,64.000000,1.000000,true,true
50,54,7.000000,40.000000,0.625000,false,true
51,24,22.000000,64.000000,1.000000,true,true
52,30,15.000000,63.000000,0.984375,false,false
53,31,9.000000,64.000000,1.000000,true,true
54,28,17.000000,26.000000,0.406250,false,true
55,33,26.000000,64.000000,1.000000,true,true
56,64,14.000000,7.000000,0.109375,false,true
57,58,32.000000,63.000000,0.984375,false,true
58,34,29.000000,3.000000,0.046875,false,true
59,25,17.000000,63.000000,0.984375,false,true
60,10,6.000000,48.000000,0.750000,false,false
61,1,7.000000,64.000000,1.000000,true,true
62,52,26.000000,6.000000,0.093750,false,true
63,29,14.000000,64.000000,1.000000,true,true
64,38,8.000000,64.000000,1.000000,true,true
