Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,1980,414,1340.37,1901,0,0.00,0,0.00,1.72,4.98,16.67
1.00,2.00,0.80,0.70,1980,1160,1642.20,1970,0,0.00,0,0.00,1.84,5.36,13.33
1.00,2.00,0.80,0.40,1980,393,1295.33,1829,0,0.00,0,0.00,1.91,5.71,10.00
1.00,2.00,0.80,0.20,1980,313,1062.67,1818,0,0.00,0,0.00,2.02,5.61,10.00
1.00,2.00,0.80,0.30,1980,369,1306.93,1975,0,0.00,0,0.00,2.07,4.90,10.00
1.00,2.00,0.80,0.90,1980,764,1504.33,1975,0,0.00,0,0.39,2.11,9.00,0.00
1.00,2.00,0.80,0.10,1980,225,951.73,1933,0,0.00,0,0.00,2.11,5.14,13.33
1.00,2.00,0.80,0.80,1980,799,1532.23,1948,0,0.00,0,0.00,2.23,4.90,10.00
1.00,2.00,0.80,0.60,1980,895,1463.63,1874,0,0.00,0,0.00,2.36,5.78,10.00
1.00,2.00,0.80,1.00,1980,430,1481.17,1973,0,0.00,0,0.00,2.37,6.22,3.33
