Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.80,2730,150,1695.57,2692,0,0.00,0,0.76,2.34,4.88,0.00
1.00,2.00,0.80,0.70,2730,172,1785.60,2689,0,0.00,0,0.19,2.46,4.94,0.00
1.00,2.00,0.80,0.40,2730,89,1566.07,2646,0,0.00,0,0.76,2.48,5.00,0.00
1.00,2.00,0.80,0.30,2730,372,1502.53,2681,0,0.00,0,1.14,2.54,4.94,0.00
1.00,2.00,0.80,0.20,2730,143,1486.87,2691,0,0.00,0,0.00,2.63,4.69,3.33
1.00,2.00,0.80,1.00,2730,47,1807.20,2679,0,0.00,0,0.82,2.74,7.35,0.00
1.00,2.00,0.80,0.50,2730,138,1416.63,2657,0,0.00,0,1.14,2.97,5.95,0.00
1.00,2.00,0.80,0.60,2730,228,1728.63,2678,0,0.00,0,0.63,3.03,10.77,0.00
1.00,2.00,0.80,0.90,2730,281,1714.63,2664,0,0.00,0,0.63,3.18,8.74,0.00
1.00,2.00,0.80,0.10,2730,40,869.50,2144,0,0.00,0,0.00,4.06,13.55,3.33
