Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,500,130,296.30,467,0,0.00,0,0.08,2.81,4.54,0.00
1.00,2.00,0.80,1.00,500,46,325.10,494,0,0.00,0,0.15,3.47,5.14,0.00
1.00,2.00,0.80,0.20,500,144,325.30,476,0,0.00,0,0.08,3.55,4.54,0.00
1.00,2.00,0.80,0.80,500,76,289.70,498,0,0.00,0,0.08,3.58,4.61,0.00
1.00,2.00,0.80,0.10,500,148,304.90,466,0,0.00,0,0.15,3.62,4.50,0.00
1.00,2.00,0.80,0.70,500,64,264.30,497,0,0.00,0,0.23,3.63,5.14,0.00
1.00,2.00,0.80,0.30,500,229,345.00,482,0,0.00,0,0.15,3.63,5.14,0.00
1.00,2.00,0.80,0.60,500,81,317.30,491,0,0.00,0,0.61,3.93,4.54,0.00
1.00,2.00,0.80,0.50,500,144,366.30,485,0,0.00,0,0.46,4.04,4.54,0.00
1.00,2.00,0.80,0.40,500,30,234.70,389,0,0.00,0,3.51,4.35,4.69,0.00
1.00,2.00,0.80,0.90,500,60,218.90,436,0,0.00,0,4.23,4.39,4.69,0.00
