Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.00,500,130,296.30,467,0,0.00,0,0.08,2.81,4.54,0.00
1.00,2.00,0.80,0.30,500,49,293.70,465,0,0.00,0,0.08,3.07,4.54,0.00
1.00,2.00,0.80,0.10,500,82,293.40,476,0,0.00,0,0.08,3.18,4.69,0.00
1.00,2.00,0.80,0.80,500,205,328.50,416,0,0.00,0,0.08,3.22,4.69,0.00
1.00,2.00,0.80,0.20,500,96,304.70,494,0,0.00,0,0.30,3.93,4.54,0.00
1.00,2.00,0.80,0.60,500,117,289.30,479,0,0.00,0,0.15,4.18,5.52,0.00
1.00,2.00,0.80,0.90,500,99,355.80,488,0,0.00,0,0.30,4.25,5.22,0.00
1.00,2.00,0.80,0.70,500,197,307.40,406,0,0.00,0,4.31,4.46,4.61,0.00
1.00,2.00,0.80,0.50,500,74,296.50,492,0,0.00,0,3.81,4.73,7.55,0.00
1.00,2.00,0.80,0.40,500,166,369.00,491,0,0.00,0,4.38,4.73,5.30,0.00
1.00,2.00,0.80,1.00,500,87,269.90,494,0,0.00,0,4.38,4.77,6.60,0.00
