Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,3030,1724,2710.27,3023,0,0.00,0,0.57,0.92,1.34,0.00
1.00,2.00,0.80,0.20,3030,2053,2745.50,3024,0,0.00,0,0.57,1.05,1.97,0.00
1.00,2.00,0.80,0.30,3030,1763,2732.83,3029,0,0.00,0,0.65,1.09,1.77,0.00
1.00,2.00,0.80,0.40,3030,2245,2789.83,3025,0,0.00,0,0.61,1.09,2.39,0.00
1.00,2.00,0.80,0.60,3030,1369,2781.63,3022,0,0.00,0,0.70,1.11,1.77,0.00
1.00,2.00,0.80,0.50,3030,1441,2712.50,3024,0,0.00,0,0.61,1.13,2.00,0.00
1.00,2.00,0.80,0.80,3030,2323,2859.23,3027,0,0.00,0,0.64,1.14,1.90,0.00
1.00,2.00,0.80,0.70,3030,2047,2862.80,3029,0,0.00,0,0.62,1.14,2.48,0.00
1.00,2.00,0.80,0.90,3030,1937,2831.17,3026,0,0.00,0,0.51,1.17,2.19,0.00
1.00,2.00,0.80,1.00,3030,1839,2750.70,3027,0,0.00,0,0.74,1.25,2.30,0.00
