From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,3,19.000000,99.000000,0.990000,false,false
1,2,6.000000,99.000000,0.990000,false,true
2,1,6.000000,2.000000,0.020000,false,false
3,4,20.000000,100.000000,1.000000,true,true
4,5,11.000000,100.000000,1.000000,true,true
5,6,56.000000,0.000000,0.000000,false,true
6,7,10.000000,100.000000,1.000000,true,true
7,8,20.000000,100.000000,1.000000,true,true
8,9,16.000000,100.000000,1.000000,true,true
9,10,9.000000,100.000000,1.000000,true,true
10,76,12.000000,100.000000,1.000000,true,true
11,12,14.000000,100.000000,1.000000,true,true
12,13,14.000000,0.000000,0.000000,false,true
13,17,10.000000,97.000000,0.970000,false,true
14,15,16.000000,0.000000,0.000000,false,true
15,16,14.000000,100.000000,1.000000,true,true
16,21,32.000000,0.000000,0.000000,false,false
17,18,11.000000,60.000000,0.600000,false,true
18,19,10.000000,100.000000,1.000000,true,true
19,20,9.000000,100.000000,1.000000,true,true
20,32,22.000000,0.000000,0.000000,false,false
21,29,17.000000,0.000000,0.000000,false,true
22,23,11.000000,98.000000,0.980000,false,false
23,24,22.000000,100.000000,1.000000,true,true
24,25,11.000000,100.000000,1.000000,true,true
25,14,84.000000,0.000000,0.000000,false,true
26,27,13.000000,100.000000,1.000000,true,false
27,26,13.000000,0.000000,0.000000,false,true
28,30,15.000000,100.000000,1.000000,true,false
29,22,11.000000,4.000000,0.040000,false,true
30,28,15.000000,1.000000,0.010000,false,true
31,33,11.000000,100.000000,1.000000,true,false
32,36,18.000000,0.000000,0.000000,false,true
33,31,11.000000,1.000000,0.010000,false,true
34,35,12.000000,100.000000,1.000000,true,true
35,34,12.000000,1.000000,0.010000,false,true
36,37,29.000000,0.000000,0.000000,false,false
37,38,20.000000,1.000000,0.010000,false,true
38,39,10.000000,2.000000,0.020000,false,true
39,40,12.000000,5.000000,0.050000,false,true
40,44,25.000000,0.000000,0.000000,false,false
41,42,25.000000,100.000000,1.000000,true,true
42,41,25.000000,1.000000,0.010000,false,false
43,55,8.000000,100.000000,1.000000,true,true
44,45,10.000000,8.000000,0.080000,false,true
45,46,11.000000,100.000000,1.000000,true,true
46,47,11.000000,100.000000,1.000000,true,true
47,48,13.000000,100.000000,1.000000,true,true
48,51,11.000000,100.000000,1.000000,true,true
49,73,16.000000,89.000000,0.890000,false,true
50,49,14.000000,35.000000,0.350000,false,true
51,52,11.000000,100.000000,1.000000,true,true
52,53,14.000000,97.000000,0.970000,false,true
53,43,14.000000,100.000000,1.000000,true,true
54,58,19.000000,100.000000,1.000000,true,true
55,54,21.000000,100.000000,1.000000,true,true
56,57,22.000000,5.000000,0.050000,false,true
57,62,8.000000,100.000000,1.000000,true,true
58,59,9.000000,100.000000,1.000000,true,true
59,60,12.000000,69.000000,0.690000,false,true
60,50,15.000000,34.000000,0.340000,false,true
61,68,11.000000,100.000000,1.000000,true,false
62,63,25.000000,0.000000,0.000000,false,false
63,64,19.000000,98.000000,0.980000,false,true
64,56,15.000000,100.000000,1.000000,true,true
65,88,50.000000,0.000000,0.000000,false,true
66,65,13.000000,100.000000,1.000000,true,true
67,66,14.000000,100.000000,1.000000,true,true
68,67,13.000000,99.000000,0.990000,false,true
69,85,18.000000,0.000000,0.000000,false,true
70,69,15.000000,0.000000,0.000000,false,true
71,61,33.000000,0.000000,0.000000,false,false
72,78,12.000000,1.000000,0.010000,false,true
73,77,13.000000,90.000000,0.900000,false,true
74,75,19.000000,3.000000,0.030000,false,true
75,11,17.000000,100.000000,1.000000,true,true
76,74,16.000000,2.000000,0.020000,false,true
77,72,25.000000,0.000000,0.000000,false,true
78,82,8.000000,92.000000,0.920000,false,true
79,80,7.000000,94.000000,0.940000,false,true
80,81,9.000000,95.000000,0.950000,false,true
81,0,13.000000,0.000000,0.000000,false,true
82,79,11.000000,93.000000,0.930000,false,true
83,84,12.000000,8.000000,0.080000,false,true
84,71,19.000000,100.000000,1.000000,true,true
85,86,7.000000,100.000000,1.000000,true,true
86,83,15.000000,100.000000,1.000000,true,true
87,70,14.000000,16.000000,0.160000,false,true
88,89,18.000000,0.000000,0.000000,false,true
89,90,7.000000,100.000000,1.000000,true,true
90,91,18.000000,0.000000,0.000000,false,true
91,87,21.000000,12.000000,0.120000,false,true
92,93,12.000000,8.000000,0.080000,false,true
93,92,12.000000,93.000000,0.930000,false,true
94,96,13.000000,100.000000,1.000000,true,true
95,94,16.000000,6.000000,0.060000,false,true
96,97,10.000000,100.000000,1.000000,true,true
97,99,14.000000,100.000000,1.000000,true,true
98,95,17.000000,100.000000,1.000000,true,true
99,100,18.000000,100.000000,1.000000,true,true
100,98,53.000000,1.000000,0.010000,false,true
