Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,5940,0,14.63,49,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.20,5940,4,18.40,51,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.50,5940,1,19.13,66,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.40,5940,0,19.27,67,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.80,5940,0,20.10,51,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.70,5940,0,21.03,54,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.30,5940,7,22.07,52,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.60,5940,0,23.53,104,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.90,5940,1,26.13,88,0,0.00,0,0.00,0.00,0.00,100.00
1.00,2.00,0.80,0.10,5940,0,33.27,310,0,0.00,0,0.00,0.00,0.00,100.00
