From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,3,19.000000,162.000000,0.952941,false,false
1,2,6.000000,170.000000,1.000000,true,true
2,1,6.000000,1.000000,0.005882,false,false
3,4,20.000000,169.000000,0.994118,false,true
4,5,11.000000,170.000000,1.000000,true,true
5,133,17.000000,0.000000,0.000000,false,true
6,7,10.000000,170.000000,1.000000,true,true
7,8,20.000000,170.000000,1.000000,true,true
8,9,16.000000,170.000000,1.000000,true,true
9,10,9.000000,170.000000,1.000000,true,true
10,76,12.000000,170.000000,1.000000,true,true
11,12,14.000000,170.000000,1.000000,true,true
12,13,14.000000,0.000000,0.000000,false,true
13,17,10.000000,159.000000,0.935294,false,true
14,15,16.000000,0.000000,0.000000,false,true
15,159,4.000000,170.000000,1.000000,true,true
16,21,32.000000,0.000000,0.000000,false,false
17,18,11.000000,76.000000,0.447059,false,true
18,19,10.000000,170.000000,1.000000,true,true
19,20,9.000000,169.000000,0.994118,false,true
20,37,25.000000,0.000000,0.000000,false,true
21,32,17.000000,0.000000,0.000000,false,true
22,23,11.000000,169.000000,0.994118,false,false
23,24,22.000000,170.000000,1.000000,true,true
24,25,11.000000,170.000000,1.000000,true,true
25,150,28.000000,1.000000,0.005882,false,true
26,27,13.000000,170.000000,1.000000,true,false
27,26,13.000000,0.000000,0.000000,false,true
28,29,14.000000,170.000000,1.000000,true,false
29,22,11.000000,4.000000,0.023529,false,true
30,28,15.000000,1.000000,0.005882,false,true
31,30,17.000000,0.000000,0.000000,false,true
32,158,5.000000,1.000000,0.005882,false,true
33,31,11.000000,170.000000,1.000000,true,true
34,35,12.000000,170.000000,1.000000,true,true
35,34,12.000000,1.000000,0.005882,false,true
36,157,17.000000,89.000000,0.523529,false,true
37,38,20.000000,1.000000,0.005882,false,true
38,39,10.000000,2.000000,0.011765,false,true
39,40,12.000000,5.000000,0.029412,false,true
40,156,7.000000,73.000000,0.429412,false,true
41,42,25.000000,170.000000,1.000000,true,true
