From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,6,164.000000,0.000000,0.000000,false,false
1,2,227.000000,0.000000,0.000000,false,false
2,5,246.000000,0.000000,0.000000,false,false
3,4,228.000000,0.000000,0.000000,false,false
4,1,224.000000,0.000000,0.000000,false,false
5,3,243.000000,0.000000,0.000000,false,false
6,0,165.000000,0.000000,0.000000,false,false
7,11,240.000000,0.000000,0.000000,false,false
8,12,293.000000,0.000000,0.000000,false,false
9,13,296.000000,0.000000,0.000000,false,false
10,14,151.000000,0.000000,0.000000,false,false
11,7,242.000000,0.000000,0.000000,false,false
12,8,301.000000,0.000000,0.000000,false,false
13,9,299.000000,0.000000,0.000000,false,false
14,15,158.000000,0.000000,0.000000,false,false
15,10,162.000000,0.000000,0.000000,false,false
16,17,136.000000,0.000000,0.000000,false,false
17,16,138.000000,0.000000,0.000000,false,false
18,19,33.000000,0.000000,0.000000,false,false
19,18,33.000000,0.000000,0.000000,false,false
20,22,15.000000,187.000000,1.000000,true,false
21,23,15.000000,0.000000,0.000000,false,false
22,24,15.000000,0.000000,0.000000,false,false
23,25,15.000000,0.000000,0.000000,false,false
24,26,15.000000,0.000000,0.000000,false,false
25,27,15.000000,0.000000,0.000000,false,false
26,28,15.000000,0.000000,0.000000,false,false
27,20,15.000000,1.000000,0.005348,false,false
28,21,15.000000,0.000000,0.000000,false,false
29,44,18.000000,1.000000,0.005348,false,false
30,62,109.000000,0.000000,0.000000,false,false
31,48,177.000000,0.000000,0.000000,false,false
32,30,112.000000,0.000000,0.000000,false,false
33,63,87.000000,0.000000,0.000000,false,false
34,42,75.000000,0.000000,0.000000,false,false
35,77,15.000000,187.000000,1.000000,true,false
36,78,15.000000,0.000000,0.000000,false,false
37,79,15.000000,0.000000,0.000000,false,false
38,80,15.000000,0.000000,0.000000,false,false
39,81,15.000000,0.000000,0.000000,false,false
40,82,15.000000,0.000000,0.000000,false,false
41,83,18.000000,0.000000,0.000000,false,false
42,34,74.000000,0.000000,0.000000,false,false
43,120,163.000000,0.000000,0.000000,false,false
44,59,17.000000,187.000000,1.000000,true,false
45,86,15.000000,0.000000,0.000000,false,false
46,49,154.000000,0.000000,0.000000,false,false
47,88,15.000000,0.000000,0.000000,false,false
48,46,163.000000,0.000000,0.000000,false,false
49,56,147.000000,0.000000,0.000000,false,false
50,91,15.000000,0.000000,0.000000,false,false
51,92,15.000000,0.000000,0.000000,false,false
52,35,15.000000,1.000000,0.005348,false,false
53,112,51.000000,0.000000,0.000000,false,false
54,94,15.000000,0.000000,0.000000,false,false
55,95,15.000000,0.000000,0.000000,false,false
56,60,159.000000,0.000000,0.000000,false,false
57,97,15.000000,0.000000,0.000000,false,false
58,98,15.000000,0.000000,0.000000,false,false
59,126,17.000000,0.000000,0.000000,false,false
60,113,164.000000,0.000000,0.000000,false,false
61,129,184.000000,0.000000,0.000000,false,false
62,183,106.000000,0.000000,0.000000,false,false
63,33,89.000000,0.000000,0.000000,false,false
64,32,91.000000,0.000000,0.000000,false,false
65,103,15.000000,0.000000,0.000000,false,false
66,104,15.000000,0.000000,0.000000,false,false
67,105,15.000000,0.000000,0.000000,false,false
68,106,15.000000,0.000000,0.000000,false,false
69,107,15.000000,0.000000,0.000000,false,false
70,115,15.000000,0.000000,0.000000,false,false
71,116,15.000000,0.000000,0.000000,false,false
72,73,38.000000,0.000000,0.000000,false,false
73,72,41.000000,0.000000,0.000000,false,false
74,118,15.000000,0.000000,0.000000,false,false
75,119,15.000000,0.000000,0.000000,false,false
76,93,15.000000,187.000000,1.000000,true,false
77,122,15.000000,0.000000,0.000000,false,false
78,123,15.000000,0.000000,0.000000,false,false
79,124,15.000000,0.000000,0.000000,false,false
80,125,15.000000,0.000000,0.000000,false,false
81,127,15.000000,0.000000,0.000000,false,false
82,128,15.000000,0.000000,0.000000,false,false
83,130,15.000000,0.000000,0.000000,false,false
84,134,15.000000,0.000000,0.000000,false,false
85,135,15.000000,0.000000,0.000000,false,false
86,136,15.000000,0.000000,0.000000,false,false
87,137,15.000000,0.000000,0.000000,false,false
88,138,15.000000,0.000000,0.000000,false,false
89,140,15.000000,0.000000,0.000000,false,false
90,141,15.000000,0.000000,0.000000,false,false
91,142,15.000000,0.000000,0.000000,false,false
92,143,15.000000,0.000000,0.000000,false,false
93,133,15.000000,0.000000,0.000000,false,false
94,147,15.000000,0.000000,0.000000,false,false
95,148,15.000000,0.000000,0.000000,false,false
96,152,15.000000,0.000000,0.000000,false,false
97,155,15.000000,0.000000,0.000000,false,false
98,156,15.000000,0.000000,0.000000,false,false
99,157,15.000000,0.000000,0.000000,false,false
100,158,15.000000,0.000000,0.000000,false,false
101,159,15.000000,0.000000,0.000000,false,false
102,160,15.000000,0.000000,0.000000,false,false
103,161,15.000000,0.000000,0.000000,false,false
104,163,15.000000,0.000000,0.000000,false,false
105,165,15.000000,0.000000,0.000000,false,false
106,166,15.000000,0.000000,0.000000,false,false
107,167,15.000000,0.000000,0.000000,false,false
108,76,17.000000,1.000000,0.005348,false,false
109,110,44.000000,0.000000,0.000000,false,false
110,109,43.000000,0.000000,0.000000,false,false
111,64,82.000000,0.000000,0.000000,false,false
112,53,50.000000,0.000000,0.000000,false,false
113,131,168.000000,0.000000,0.000000,false,false
114,186,17.000000,0.000000,0.000000,false,false
