From,To,Distance,CMSA,Normalized CMSA,High CMSA,Found-optimal edge
0,65,21.000000,40.000000,0.571429,false,false
1,2,20.000000,70.000000,1.000000,true,true
2,70,20.000000,61.000000,0.871429,false,false
3,4,30.000000,70.000000,1.000000,true,true
4,5,16.000000,70.000000,1.000000,true,false
5,25,37.000000,0.000000,0.000000,false,false
6,7,14.000000,3.000000,0.042857,false,false
7,9,28.000000,68.000000,0.971429,false,true
8,59,22.000000,70.000000,1.000000,true,false
9,13,34.000000,7.000000,0.100000,false,false
10,11,40.000000,1.000000,0.014286,false,false
11,10,31.000000,70.000000,1.000000,true,true
12,15,44.000000,1.000000,0.014286,false,true
13,66,26.000000,0.000000,0.000000,false,true
14,12,21.000000,70.000000,1.000000,true,true
15,16,11.000000,70.000000,1.000000,true,true
16,18,35.000000,3.000000,0.042857,false,true
17,64,6.000000,20.000000,0.285714,false,true
18,19,25.000000,70.000000,1.000000,true,true
19,20,62.000000,70.000000,1.000000,true,true
20,21,9.000000,70.000000,1.000000,true,true
21,22,12.000000,69.000000,0.985714,false,true
22,23,49.000000,0.000000,0.000000,false,true
23,60,113.000000,1.000000,0.014286,false,true
24,28,25.000000,0.000000,0.000000,false,false
25,27,19.000000,1.000000,0.014286,false,true
26,17,47.000000,0.000000,0.000000,false,true
27,6,31.000000,70.000000,1.000000,true,true
28,0,13.000000,23.000000,0.328571,false,false
29,31,16.000000,0.000000,0.000000,false,false
30,29,7.000000,70.000000,1.000000,true,false
31,30,9.000000,69.000000,0.985714,false,false
32,26,19.000000,70.000000,1.000000,true,true
33,32,19.000000,70.000000,1.000000,true,false
34,35,12.000000,1.000000,0.014286,false,true
35,34,12.000000,70.000000,1.000000,true,true
36,37,10.000000,68.000000,0.971429,false,true
37,63,14.000000,70.000000,1.000000,true,true
38,36,30.000000,4.000000,0.057143,false,true
39,47,37.000000,0.000000,0.000000,false,false
40,68,22.000000,70.000000,1.000000,true,true
41,38,53.000000,0.000000,0.000000,false,true
42,69,36.000000,0.000000,0.000000,false,false
43,42,20.000000,70.000000,1.000000,true,true
44,43,8.000000,70.000000,1.000000,true,true
45,53,7.000000,43.000000,0.614286,false,true
46,62,9.000000,70.000000,1.000000,true,true
47,39,22.000000,70.000000,1.000000,true,true
48,51,41.000000,1.000000,0.014286,false,true
49,48,15.000000,70.000000,1.000000,true,false
50,67,16.000000,70.000000,1.000000,true,true
51,50,9.000000,70.000000,1.000000,true,true
52,45,54.000000,0.000000,0.000000,false,true
53,44,17.000000,29.000000,0.414286,false,true
54,55,26.000000,70.000000,1.000000,true,false
55,56,34.000000,1.000000,0.014286,false,true
56,52,38.000000,0.000000,0.000000,false,true
57,58,29.000000,70.000000,1.000000,true,false
58,61,32.000000,70.000000,1.000000,true,true
59,8,22.000000,0.000000,0.000000,false,false
60,33,27.000000,69.000000,0.985714,false,true
61,57,29.000000,2.000000,0.028571,false,false
62,54,39.000000,0.000000,0.000000,false,true
63,40,17.000000,68.000000,0.971429,false,true
64,24,24.000000,70.000000,1.000000,true,true
65,1,7.000000,70.000000,1.000000,true,true
66,14,7.000000,70.000000,1.000000,true,true
67,49,26.000000,5.000000,0.071429,false,true
68,46,14.000000,70.000000,1.000000,true,true
69,41,12.000000,1.000000,0.014286,false,true
70,3,8.000000,70.000000,1.000000,true,true
