From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,3,19.000000,0.000000,0.000000,false,false
1,2,6.000000,139.000000,0.992857,false,true
2,1,6.000000,2.000000,0.014286,false,false
3,4,20.000000,140.000000,1.000000,true,true
4,5,11.000000,140.000000,1.000000,true,true
5,133,17.000000,0.000000,0.000000,false,false
6,7,10.000000,140.000000,1.000000,true,true
7,8,20.000000,140.000000,1.000000,true,true
8,9,16.000000,140.000000,1.000000,true,true
9,10,9.000000,140.000000,1.000000,true,true
10,76,12.000000,140.000000,1.000000,true,true
11,12,14.000000,140.000000,1.000000,true,true
12,13,14.000000,0.000000,0.000000,false,true
13,17,10.000000,137.000000,0.978571,false,true
14,15,16.000000,0.000000,0.000000,false,true
15,16,14.000000,140.000000,1.000000,true,true
16,21,32.000000,0.000000,0.000000,false,false
17,18,11.000000,100.000000,0.714286,false,true
18,19,10.000000,140.000000,1.000000,true,true
19,20,9.000000,140.000000,1.000000,true,true
20,32,22.000000,0.000000,0.000000,false,false
21,29,17.000000,0.000000,0.000000,false,true
22,23,11.000000,138.000000,0.985714,false,false
23,24,22.000000,140.000000,1.000000,true,true
24,25,11.000000,140.000000,1.000000,true,true
25,14,84.000000,0.000000,0.000000,false,true
26,27,13.000000,140.000000,1.000000,true,false
27,26,13.000000,0.000000,0.000000,false,true
28,30,15.000000,140.000000,1.000000,true,false
29,22,11.000000,4.000000,0.028571,false,true
30,28,15.000000,1.000000,0.007143,false,true
31,33,11.000000,140.000000,1.000000,true,false
32,36,18.000000,0.000000,0.000000,false,true
33,31,11.000000,1.000000,0.007143,false,true
34,35,12.000000,140.000000,1.000000,true,true
35,34,12.000000,1.000000,0.007143,false,true
36,37,29.000000,0.000000,0.000000,false,false
37,38,20.000000,1.000000,0.007143,false,true
38,39,10.000000,2.000000,0.014286,false,true
39,40,12.000000,5.000000,0.035714,false,true
40,44,25.000000,0.000000,0.000000,false,false
41,42,25.000000,140.000000,1.000000,true,true
42,41,25.000000,1.000000,0.007143,false,false
43,55,8.000000,140.000000,1.000000,true,true
44,45,10.000000,8.000000,0.057143,false,true
45,46,11.000000,140.000000,1.000000,true,true
46,47,11.000000,140.000000,1.000000,true,true
47,48,13.000000,140.000000,1.000000,true,true
48,51,11.000000,140.000000,1.000000,true,true
49,73,16.000000,129.000000,0.921429,false,true
50,49,14.000000,43.000000,0.307143,false,true
51,52,11.000000,140.000000,1.000000,true,true
52,53,14.000000,137.000000,0.978571,false,true
53,43,14.000000,140.000000,1.000000,true,true
54,58,19.000000,140.000000,1.000000,true,true
55,54,21.000000,140.000000,1.000000,true,true
56,57,22.000000,5.000000,0.035714,false,true
57,62,8.000000,140.000000,1.000000,true,true
58,59,9.000000,140.000000,1.000000,true,true
59,60,12.000000,101.000000,0.721429,false,true
60,50,15.000000,42.000000,0.300000,false,true
61,68,11.000000,140.000000,1.000000,true,false
62,63,25.000000,0.000000,0.000000,false,false
63,64,19.000000,138.000000,0.985714,false,true
64,56,15.000000,140.000000,1.000000,true,true
65,88,50.000000,0.000000,0.000000,false,true
66,65,13.000000,140.000000,1.000000,true,true
67,69,10.000000,140.000000,1.000000,true,false
68,67,13.000000,139.000000,0.992857,false,true
69,66,24.000000,0.000000,0.000000,false,false
70,87,14.000000,12.000000,0.085714,false,false
71,61,33.000000,0.000000,0.000000,false,false
72,78,12.000000,1.000000,0.007143,false,true
73,77,13.000000,130.000000,0.928571,false,true
