From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,3,19.000000,0.000000,0.000000,false,false
1,2,6.000000,159.000000,0.993750,false,true
2,1,6.000000,2.000000,0.012500,false,false
3,4,20.000000,160.000000,1.000000,true,true
4,5,11.000000,160.000000,1.000000,true,true
5,133,17.000000,3.000000,0.018750,false,false
6,7,10.000000,160.000000,1.000000,true,true
7,8,20.000000,160.000000,1.000000,true,true
8,9,16.000000,160.000000,1.000000,true,true
9,10,9.000000,160.000000,1.000000,true,true
10,76,12.000000,160.000000,1.000000,true,true
11,12,14.000000,160.000000,1.000000,true,true
12,13,14.000000,0.000000,0.000000,false,true
13,17,10.000000,149.000000,0.931250,false,true
14,15,16.000000,0.000000,0.000000,false,true
15,159,4.000000,160.000000,1.000000,true,true
16,21,32.000000,0.000000,0.000000,false,false
17,18,11.000000,66.000000,0.412500,false,true
18,19,10.000000,160.000000,1.000000,true,true
19,20,9.000000,159.000000,0.993750,false,true
20,37,25.000000,0.000000,0.000000,false,true
21,32,17.000000,0.000000,0.000000,false,true
22,23,11.000000,159.000000,0.993750,false,false
23,24,22.000000,160.000000,1.000000,true,true
24,25,11.000000,160.000000,1.000000,true,true
25,150,28.000000,1.000000,0.006250,false,true
26,27,13.000000,160.000000,1.000000,true,false
27,26,13.000000,0.000000,0.000000,false,true
28,29,14.000000,160.000000,1.000000,true,false
29,22,11.000000,4.000000,0.025000,false,true
30,28,15.000000,1.000000,0.006250,false,true
31,30,17.000000,0.000000,0.000000,false,true
32,158,5.000000,1.000000,0.006250,false,true
33,31,11.000000,160.000000,1.000000,true,true
34,35,12.000000,160.000000,1.000000,true,true
35,34,12.000000,1.000000,0.006250,false,true
36,157,17.000000,79.000000,0.493750,false,true
37,38,20.000000,1.000000,0.006250,false,true
38,39,10.000000,2.000000,0.012500,false,true
39,40,12.000000,5.000000,0.031250,false,true
40,156,7.000000,73.000000,0.456250,false,true
41,42,25.000000,160.000000,1.000000,true,true
42,46,45.000000,0.000000,0.000000,false,false
43,55,8.000000,160.000000,1.000000,true,true
44,45,10.000000,66.000000,0.412500,false,true
45,44,10.000000,95.000000,0.593750,false,true
46,47,11.000000,160.000000,1.000000,true,true
47,48,13.000000,160.000000,1.000000,true,true
48,51,11.000000,102.000000,0.637500,false,true
49,73,16.000000,149.000000,0.931250,false,true
50,49,14.000000,0.000000,0.000000,false,true
51,52,11.000000,160.000000,1.000000,true,true
52,53,14.000000,157.000000,0.981250,false,true
53,43,14.000000,160.000000,1.000000,true,true
54,58,19.000000,160.000000,1.000000,true,true
55,54,21.000000,160.000000,1.000000,true,true
56,57,22.000000,5.000000,0.031250,false,true
57,62,8.000000,160.000000,1.000000,true,true
58,59,9.000000,160.000000,1.000000,true,true
59,60,12.000000,106.000000,0.662500,false,true
60,50,15.000000,57.000000,0.356250,false,true
61,68,11.000000,160.000000,1.000000,true,false
62,63,25.000000,0.000000,0.000000,false,false
63,64,19.000000,158.000000,0.987500,false,true
64,56,15.000000,160.000000,1.000000,true,true
65,88,50.000000,0.000000,0.000000,false,true
66,65,13.000000,160.000000,1.000000,true,true
67,66,14.000000,160.000000,1.000000,true,true
68,67,13.000000,159.000000,0.993750,false,true
69,85,18.000000,11.000000,0.068750,false,true
