From,To,Distance,CMSA,Normalized CMSA,High CMSA,Found-optimal edge
0,3,125.000000,2.000000,0.038462,false,false
1,41,81.000000,0.000000,0.000000,false,false
2,17,79.000000,9.000000,0.173077,false,true
3,2,98.000000,0.000000,0.000000,false,false
4,1,58.000000,52.000000,1.000000,true,false
5,8,309.000000,1.000000,0.019231,false,false
6,5,55.000000,52.000000,1.000000,true,true
7,6,111.000000,1.000000,0.019231,false,true
8,9,69.000000,50.000000,0.961538,false,true
9,7,99.000000,52.000000,1.000000,true,true
10,11,194.000000,0.000000,0.000000,false,false
11,10,114.000000,0.000000,0.000000,false,true
12,14,60.000000,52.000000,1.000000,true,true
13,12,24.000000,51.000000,0.980769,false,false
14,13,111.000000,3.000000,0.057692,false,false
15,37,141.000000,1.000000,0.019231,false,true
16,15,24.000000,52.000000,1.000000,true,true
17,16,48.000000,52.000000,1.000000,true,true
18,19,90.000000,2.000000,0.038462,false,false
19,18,31.000000,51.000000,0.980769,false,true
20,24,207.000000,47.000000,0.903846,false,true
21,20,115.000000,4.000000,0.076923,false,true
22,21,122.000000,0.000000,0.000000,false,false
23,22,96.000000,0.000000,0.000000,false,true
24,23,81.000000,15.000000,0.288462,false,true
25,26,71.000000,0.000000,0.000000,false,false
26,27,158.000000,0.000000,0.000000,false,false
27,29,141.000000,52.000000,1.000000,true,false
28,25,36.000000,52.000000,1.000000,true,true
29,28,63.000000,52.000000,1.000000,true,true
30,0,500.000000,1.000000,0.019231,false,true
31,30,136.000000,52.000000,1.000000,true,true
32,33,262.000000,0.000000,0.000000,false,true
33,31,119.000000,51.000000,0.980769,false,true
34,32,169.000000,0.000000,0.000000,false,true
35,40,109.000000,5.000000,0.096154,false,true
36,35,48.000000,2.000000,0.038462,false,true
37,39,158.000000,0.000000,0.000000,false,true
38,4,140.000000,52.000000,1.000000,true,false
39,36,98.000000,0.000000,0.000000,false,false
40,38,48.000000,52.000000,1.000000,true,false
41,47,189.000000,1.000000,0.019231,false,true
42,46,84.000000,0.000000,0.000000,false,true
43,45,115.000000,0.000000,0.000000,false,true
44,34,86.000000,0.000000,0.000000,false,true
45,44,94.000000,1.000000,0.019231,false,true
46,43,29.000000,52.000000,1.000000,true,true
47,42,26.000000,51.000000,0.980769,false,true
48,49,73.000000,4.000000,0.076923,false,false
49,52,169.000000,0.000000,0.000000,false,true
50,48,44.000000,1.000000,0.019231,false,true
51,50,106.000000,0.000000,0.000000,false,false
52,51,118.000000,0.000000,0.000000,false,false
