Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.60,500,54,261.90,467,0,0.00,0,1.12,2.31,3.42,0.00
1.00,2.00,0.80,0.70,500,65,204.70,475,0,0.00,0,1.26,2.82,4.13,0.00
1.00,2.00,0.80,0.80,500,55,179.40,364,0,0.00,0,1.35,3.10,4.10,0.00
1.00,2.00,0.80,1.00,500,72,261.40,491,0,0.00,0,2.04,3.30,5.10,0.00
1.00,2.00,0.80,0.50,500,28,250.20,438,0,0.00,0,2.04,3.44,8.85,0.00
1.00,2.00,0.80,0.20,500,105,293.20,460,0,0.00,0,1.39,3.60,8.04,0.00
1.00,2.00,0.80,0.90,500,72,193.90,405,0,0.00,0,1.94,3.67,5.24,0.00
1.00,2.00,0.80,0.30,500,44,187.60,350,0,0.00,0,2.36,3.87,7.07,0.00
1.00,2.00,0.80,0.40,500,161,276.70,489,0,0.00,0,2.04,4.20,9.08,0.00
1.00,2.00,0.80,0.00,500,48,309.70,466,0,0.00,0,2.68,5.49,8.54,0.00
1.00,2.00,0.80,0.10,500,118,255.50,471,0,0.00,0,2.45,5.97,9.86,0.00
