From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,3,19.000000,110.000000,1.000000,true,false
1,2,6.000000,109.000000,0.990909,false,true
2,1,6.000000,2.000000,0.018182,false,false
3,4,20.000000,110.000000,1.000000,true,true
4,5,11.000000,110.000000,1.000000,true,true
5,6,56.000000,0.000000,0.000000,false,true
6,7,10.000000,110.000000,1.000000,true,true
7,8,20.000000,110.000000,1.000000,true,true
8,9,16.000000,110.000000,1.000000,true,true
9,10,9.000000,110.000000,1.000000,true,true
10,76,12.000000,110.000000,1.000000,true,true
11,12,14.000000,110.000000,1.000000,true,true
12,13,14.000000,0.000000,0.000000,false,true
13,17,10.000000,107.000000,0.972727,false,true
14,15,16.000000,0.000000,0.000000,false,true
15,16,14.000000,110.000000,1.000000,true,true
16,21,32.000000,0.000000,0.000000,false,false
17,18,11.000000,70.000000,0.636364,false,true
18,19,10.000000,110.000000,1.000000,true,true
19,20,9.000000,110.000000,1.000000,true,true
20,32,22.000000,0.000000,0.000000,false,false
21,29,17.000000,0.000000,0.000000,false,true
22,23,11.000000,108.000000,0.981818,false,false
23,24,22.000000,110.000000,1.000000,true,true
24,25,11.000000,110.000000,1.000000,true,true
25,14,84.000000,0.000000,0.000000,false,true
26,27,13.000000,110.000000,1.000000,true,false
27,26,13.000000,0.000000,0.000000,false,true
28,30,15.000000,110.000000,1.000000,true,false
29,22,11.000000,4.000000,0.036364,false,true
30,28,15.000000,1.000000,0.009091,false,true
31,33,11.000000,110.000000,1.000000,true,false
32,36,18.000000,0.000000,0.000000,false,true
33,31,11.000000,1.000000,0.009091,false,true
34,35,12.000000,110.000000,1.000000,true,true
35,34,12.000000,1.000000,0.009091,false,true
36,37,29.000000,0.000000,0.000000,false,false
37,38,20.000000,1.000000,0.009091,false,true
38,39,10.000000,2.000000,0.018182,false,true
39,40,12.000000,5.000000,0.045455,false,true
40,44,25.000000,0.000000,0.000000,false,false
41,42,25.000000,110.000000,1.000000,true,true
42,41,25.000000,1.000000,0.009091,false,false
43,55,8.000000,110.000000,1.000000,true,true
44,45,10.000000,8.000000,0.072727,false,true
45,46,11.000000,110.000000,1.000000,true,true
46,47,11.000000,110.000000,1.000000,true,true
47,48,13.000000,110.000000,1.000000,true,true
48,51,11.000000,110.000000,1.000000,true,true
49,73,16.000000,99.000000,0.900000,false,true
50,49,14.000000,46.000000,0.418182,false,true
51,52,11.000000,110.000000,1.000000,true,true
52,53,14.000000,107.000000,0.972727,false,true
53,43,14.000000,110.000000,1.000000,true,true
54,58,19.000000,110.000000,1.000000,true,true
55,54,21.000000,110.000000,1.000000,true,true
56,57,22.000000,5.000000,0.045455,false,true
57,62,8.000000,110.000000,1.000000,true,true
58,59,9.000000,110.000000,1.000000,true,true
59,60,12.000000,68.000000,0.618182,false,true
60,50,15.000000,45.000000,0.409091,false,true
61,68,11.000000,110.000000,1.000000,true,false
62,63,25.000000,0.000000,0.000000,false,false
63,64,19.000000,108.000000,0.981818,false,true
64,56,15.000000,110.000000,1.000000,true,true
65,88,50.000000,0.000000,0.000000,false,true
66,65,13.000000,110.000000,1.000000,true,true
67,69,10.000000,110.000000,1.000000,true,false
68,67,13.000000,109.000000,0.990909,false,true
69,66,24.000000,0.000000,0.000000,false,false
70,87,14.000000,12.000000,0.109091,false,false
71,61,33.000000,0.000000,0.000000,false,false
72,78,12.000000,1.000000,0.009091,false,true
73,77,13.000000,100.000000,0.909091,false,true
74,75,19.000000,3.000000,0.027273,false,true
75,11,17.000000,110.000000,1.000000,true,true
76,74,16.000000,2.000000,0.018182,false,true
77,72,25.000000,0.000000,0.000000,false,true
78,82,8.000000,103.000000,0.936364,false,true
79,80,7.000000,105.000000,0.954545,false,true
80,81,9.000000,106.000000,0.963636,false,true
81,0,13.000000,0.000000,0.000000,false,true
82,79,11.000000,104.000000,0.945455,false,true
83,84,12.000000,8.000000,0.072727,false,true
84,71,19.000000,110.000000,1.000000,true,true
85,86,7.000000,110.000000,1.000000,true,true
86,85,7.000000,1.000000,0.009091,false,false
87,70,14.000000,99.000000,0.900000,false,true
88,89,18.000000,0.000000,0.000000,false,true
89,90,7.000000,110.000000,1.000000,true,true
90,91,18.000000,0.000000,0.000000,false,true
91,94,17.000000,98.000000,0.890909,false,false
92,93,12.000000,14.000000,0.127273,false,true
93,108,18.000000,34.000000,0.309091,false,false
94,92,18.000000,13.000000,0.118182,false,false
95,96,13.000000,0.000000,0.000000,false,false
96,97,10.000000,107.000000,0.972727,false,true
97,99,14.000000,106.000000,0.963636,false,true
98,95,17.000000,110.000000,1.000000,true,true
99,101,34.000000,0.000000,0.000000,false,true
100,102,14.000000,110.000000,1.000000,true,true
101,100,16.000000,1.000000,0.009091,false,true
102,103,12.000000,110.000000,1.000000,true,true
103,104,24.000000,110.000000,1.000000,true,true
104,110,47.000000,0.000000,0.000000,false,true
105,98,32.000000,0.000000,0.000000,false,true
106,105,8.000000,110.000000,1.000000,true,true
107,106,13.000000,110.000000,1.000000,true,true
108,83,15.000000,0.000000,0.000000,false,true
109,107,12.000000,110.000000,1.000000,true,false
110,109,20.000000,109.000000,0.990909,false,true
