From,To,Distance,MSA support,Normalized MSA support,High MSA support,Found-optimal edge
0,6,51.000000,0.000000,0.000000,false,false
1,2,79.000000,0.000000,0.000000,false,false
2,3,80.000000,0.000000,0.000000,false,false
3,5,83.000000,0.000000,0.000000,false,false
4,11,76.000000,0.000000,0.000000,false,false
5,7,84.000000,0.000000,0.000000,false,false
6,0,51.000000,0.000000,0.000000,false,false
7,1,80.000000,0.000000,0.000000,false,false
8,9,88.000000,0.000000,0.000000,false,false
9,8,88.000000,0.000000,0.000000,false,false
10,14,59.000000,0.000000,0.000000,false,false
11,4,75.000000,0.000000,0.000000,false,false
12,13,79.000000,0.000000,0.000000,false,false
13,12,78.000000,0.000000,0.000000,false,false
14,10,57.000000,0.000000,0.000000,false,false
15,16,50.000000,0.000000,0.000000,false,false
16,15,50.000000,0.000000,0.000000,false,false
17,41,56.000000,0.000000,0.000000,false,false
18,22,12.000000,133.000000,1.000000,true,false
19,23,12.000000,0.000000,0.000000,false,false
20,24,12.000000,0.000000,0.000000,false,false
21,25,12.000000,0.000000,0.000000,false,false
22,26,12.000000,0.000000,0.000000,false,false
23,27,12.000000,0.000000,0.000000,false,false
24,28,12.000000,0.000000,0.000000,false,false
25,21,12.000000,0.000000,0.000000,false,false
26,20,12.000000,0.000000,0.000000,false,false
27,19,12.000000,0.000000,0.000000,false,false
28,18,12.000000,1.000000,0.007519,false,false
29,113,75.000000,0.000000,0.000000,false,false
30,120,66.000000,0.000000,0.000000,false,false
31,61,42.000000,0.000000,0.000000,false,false
32,60,68.000000,0.000000,0.000000,false,false
33,68,72.000000,0.000000,0.000000,false,false
34,99,12.000000,133.000000,1.000000,true,false
35,29,76.000000,0.000000,0.000000,false,false
36,85,39.000000,0.000000,0.000000,false,false
37,101,12.000000,0.000000,0.000000,false,false
38,102,12.000000,0.000000,0.000000,false,false
39,103,12.000000,0.000000,0.000000,false,false
40,31,46.000000,0.000000,0.000000,false,false
41,32,66.000000,0.000000,0.000000,false,false
42,52,67.000000,0.000000,0.000000,false,false
43,107,12.000000,0.000000,0.000000,false,false
44,108,12.000000,0.000000,0.000000,false,false
45,33,78.000000,0.000000,0.000000,false,false
46,110,12.000000,0.000000,0.000000,false,false
47,56,75.000000,0.000000,0.000000,false,false
48,51,75.000000,0.000000,0.000000,false,false
49,115,12.000000,0.000000,0.000000,false,false
