Alpha,Beta,Rho,pCmsa,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.50,5000,46,104.20,207,0,0.00,0,1.00,1.12,1.21,0.00
1.00,2.00,0.80,0.60,5000,58,129.70,230,0,0.00,0,0.94,1.14,1.27,0.00
1.00,2.00,0.80,1.00,5000,43,170.40,621,0,0.00,0,1.02,1.15,1.25,0.00
1.00,2.00,0.80,0.90,5000,35,137.10,321,0,0.00,0,1.03,1.17,1.27,0.00
1.00,2.00,0.80,0.40,5000,38,174.40,277,0,0.00,0,1.02,1.17,1.21,0.00
1.00,2.00,0.80,0.80,5000,16,123.40,241,0,0.00,0,1.12,1.18,1.28,0.00
1.00,2.00,0.80,0.30,5000,23,183.30,924,0,0.00,0,1.07,1.20,1.32,0.00
1.00,2.00,0.80,0.70,5000,30,123.40,266,0,0.00,0,1.10,1.21,1.28,0.00
1.00,2.00,0.80,0.00,5000,54,118.10,264,0,0.00,0,1.07,1.31,1.43,0.00
1.00,2.00,0.80,0.20,5000,73,143.70,249,0,0.00,0,1.10,1.32,1.44,0.00
1.00,2.00,0.80,0.10,5000,51,116.50,193,0,0.00,0,1.09,1.35,1.57,0.00
