Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,100,9,51.57,99,0,0.00,0,0.23,0.38,0.48,0.00
1.00,2.00,0.80,0.60,100,14,52.47,99,0,0.00,0,0.23,0.40,0.53,0.00
1.00,2.00,0.80,0.80,100,2,45.03,98,0,0.00,0,0.34,0.40,0.52,0.00
1.00,2.00,0.80,0.90,100,3,43.57,95,0,0.00,0,0.23,0.40,0.59,0.00
1.00,2.00,0.80,0.70,100,7,37.93,90,0,0.00,0,0.23,0.42,0.59,0.00
1.00,2.00,0.80,0.50,100,1,40.80,99,0,0.00,0,0.30,0.42,0.59,0.00
1.00,2.00,0.80,0.40,100,5,32.47,86,0,0.00,0,0.30,0.44,0.52,0.00
1.00,2.00,0.80,0.10,100,6,29.27,95,0,0.00,0,0.36,0.47,0.52,0.00
1.00,2.00,0.80,0.20,100,7,32.37,93,0,0.00,0,0.23,0.48,0.52,0.00
1.00,2.00,0.80,0.30,100,2,25.33,77,0,0.00,0,0.34,0.48,0.57,0.00
