Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,100,6,27.03,64,0,0.00,0,0.02,0.13,0.20,0.00
1.00,2.00,0.80,0.70,100,10,31.30,83,0,0.00,0,0.02,0.15,0.25,0.00
1.00,2.00,0.80,1.00,100,2,26.53,71,0,0.00,0,0.02,0.15,0.23,0.00
1.00,2.00,0.80,0.80,100,4,34.27,83,0,0.00,0,0.02,0.17,0.25,0.00
1.00,2.00,0.80,0.60,100,3,34.53,76,0,0.00,0,0.04,0.17,0.28,0.00
1.00,2.00,0.80,0.50,100,8,30.80,76,0,0.00,0,0.02,0.18,0.28,0.00
1.00,2.00,0.80,0.40,100,9,35.20,66,0,0.00,0,0.04,0.19,0.30,0.00
1.00,2.00,0.80,0.20,100,1,36.70,83,0,0.00,0,0.04,0.22,0.34,0.00
1.00,2.00,0.80,0.30,100,1,27.67,52,0,0.00,0,0.14,0.23,0.30,0.00
1.00,2.00,0.80,0.10,100,2,34.90,84,0,0.00,0,0.18,0.28,0.37,0.00
