Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.40,100,29,69.20,99,0,0.00,0,1.50,3.76,7.45,0.00
1.00,2.00,0.80,0.30,100,38,75.73,99,0,0.00,0,1.06,4.55,8.93,0.00
1.00,2.00,0.80,0.50,100,42,70.90,99,0,0.00,0,1.20,4.60,7.78,0.00
1.00,2.00,0.80,0.90,100,54,84.83,99,0,0.00,0,1.38,4.66,8.72,0.00
1.00,2.00,0.80,0.70,100,29,70.13,99,0,0.00,0,0.82,4.72,8.04,0.00
1.00,2.00,0.80,1.00,100,32,76.17,98,0,0.00,0,1.06,4.75,8.87,0.00
1.00,2.00,0.80,0.10,100,31,75.50,99,0,0.00,0,1.34,5.03,10.17,0.00
1.00,2.00,0.80,0.60,100,34,75.83,99,0,0.00,0,0.76,5.07,8.76,0.00
1.00,2.00,0.80,0.20,100,37,79.67,99,0,0.00,0,0.89,5.32,8.22,0.00
1.00,2.00,0.80,0.80,100,33,73.37,99,0,0.00,0,1.14,5.36,8.90,0.00
