From,To,Distance,CMSA,Normalized CMSA,High CMSA,Found-optimal edge
0,85,103881.000000,0.000000,0.000000,false,false
1,60,113367.000000,1.000000,0.010101,false,true
2,64,64642.000000,96.000000,0.969697,false,false
3,52,64549.000000,0.000000,0.000000,false,true
4,37,11726.000000,99.000000,1.000000,true,true
5,2,66781.000000,1.000000,0.010101,false,true
6,22,106810.000000,0.000000,0.000000,false,false
7,24,18191.000000,99.000000,1.000000,true,true
8,75,115248.000000,4.000000,0.040404,false,true
9,47,52578.000000,1.000000,0.010101,false,true
10,6,41490.000000,99.000000,1.000000,true,true
11,51,34134.000000,99.000000,1.000000,true,false
12,36,94773.000000,0.000000,0.000000,false,false
13,82,65440.000000,0.000000,0.000000,false,true
14,42,34321.000000,99.000000,1.000000,true,true
15,16,83012.000000,0.000000,0.000000,false,false
16,33,34021.000000,99.000000,1.000000,true,true
17,96,38642.000000,10.000000,0.101010,false,false
18,45,24769.000000,99.000000,1.000000,true,true
19,88,41782.000000,99.000000,1.000000,true,true
20,61,40900.000000,2.000000,0.020202,false,false
21,70,64431.000000,99.000000,1.000000,true,true
22,92,18992.000000,99.000000,1.000000,true,true
23,86,51344.000000,99.000000,1.000000,true,true
24,27,61481.000000,0.000000,0.000000,false,false
25,11,72404.000000,0.000000,0.000000,false,false
26,62,92891.000000,1.000000,0.010101,false,false
27,14,35033.000000,0.000000,0.000000,false,false
28,17,25411.000000,99.000000,1.000000,true,true
29,10,153915.000000,42.000000,0.424242,false,false
30,93,34005.000000,99.000000,1.000000,true,false
31,9,132605.000000,0.000000,0.000000,false,false
32,35,77600.000000,1.000000,0.010101,false,true
33,58,22125.000000,95.000000,0.959596,false,true
34,30,93532.000000,1.000000,0.010101,false,true
35,41,15507.000000,99.000000,1.000000,true,true
36,98,131316.000000,0.000000,0.000000,false,true
37,23,110255.000000,0.000000,0.000000,false,true
38,43,82921.000000,0.000000,0.000000,false,false
39,15,79783.000000,0.000000,0.000000,false,true
40,18,76402.000000,99.000000,1.000000,true,true
41,97,120239.000000,0.000000,0.000000,false,false
42,95,85866.000000,0.000000,0.000000,false,false
43,90,152923.000000,1.000000,0.010101,false,false
44,91,121595.000000,59.000000,0.595960,false,true
45,44,146632.000000,0.000000,0.000000,false,false
46,89,48987.000000,99.000000,1.000000,true,true
47,31,13099.000000,99.000000,1.000000,true,true
48,56,56021.000000,99.000000,1.000000,true,true
49,66,31666.000000,99.000000,1.000000,true,true
50,1,64046.000000,99.000000,1.000000,true,true
51,25,71890.000000,99.000000,1.000000,true,true
52,3,55637.000000,0.000000,0.000000,false,false
53,79,97967.000000,1.000000,0.010101,false,true
54,40,117195.000000,0.000000,0.000000,false,true
55,83,33548.000000,96.000000,0.969697,false,true
56,48,89417.000000,0.000000,0.000000,false,false
57,49,48261.000000,94.000000,0.949495,false,true
58,32,81565.000000,0.000000,0.000000,false,false
59,69,81136.000000,0.000000,0.000000,false,false
60,50,48497.000000,99.000000,1.000000,true,false
61,20,27682.000000,98.000000,0.989899,false,true
62,94,59983.000000,95.000000,0.959596,false,true
63,72,79506.000000,0.000000,0.000000,false,true
64,65,68289.000000,1.000000,0.010101,false,true
65,28,16830.000000,99.000000,1.000000,true,true
66,19,94794.000000,99.000000,1.000000,true,true
67,68,76288.000000,99.000000,1.000000,true,false
68,76,135150.000000,0.000000,0.000000,false,false
69,71,50625.000000,0.000000,0.000000,false,false
70,21,114093.000000,1.000000,0.010101,false,false
71,80,25279.000000,99.000000,1.000000,true,true
72,39,59066.000000,23.000000,0.232323,false,true
73,8,52082.000000,99.000000,1.000000,true,true
74,7,19374.000000,72.000000,0.727273,false,false
75,13,126621.000000,0.000000,0.000000,false,true
76,81,138235.000000,95.000000,0.959596,false,false
77,0,133742.000000,0.000000,0.000000,false,false
78,12,94612.000000,38.000000,0.383838,false,true
79,53,12487.000000,95.000000,0.959596,false,false
80,67,28566.000000,99.000000,1.000000,true,true
81,59,59723.000000,5.000000,0.050505,false,false
82,38,97942.000000,99.000000,1.000000,true,true
83,57,51751.000000,96.000000,0.969697,false,false
84,99,100057.000000,25.000000,0.252525,false,true
85,46,121692.000000,97.000000,0.979798,false,true
86,4,170634.000000,5.000000,0.050505,false,false
87,74,29212.000000,99.000000,1.000000,true,true
88,55,223417.000000,0.000000,0.000000,false,false
89,77,7891.000000,99.000000,1.000000,true,false
90,84,145234.000000,96.000000,0.969697,false,false
91,29,65221.000000,60.000000,0.606061,false,true
92,63,25287.000000,80.000000,0.808081,false,true
93,34,59227.000000,0.000000,0.000000,false,true
94,26,62103.000000,0.000000,0.000000,false,false
95,87,9956.000000,98.000000,0.989899,false,true
96,5,21588.000000,99.000000,1.000000,true,true
97,73,70340.000000,0.000000,0.000000,false,true
98,54,120821.000000,0.000000,0.000000,false,true
99,78,86297.000000,0.000000,0.000000,false,true
