Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.10,5000,877,3324.07,4936,0,0.00,0,0.11,2.26,6.20,0.00
1.00,2.00,0.80,0.80,5000,642,3257.70,4957,0,0.00,0,0.00,2.78,7.20,3.33
1.00,2.00,0.80,0.20,5000,393,2633.17,4768,0,0.00,0,0.65,2.79,7.86,0.00
1.00,2.00,0.80,0.00,5000,471,3198.53,4991,0,0.00,0,0.00,2.84,9.31,3.33
1.00,2.00,0.80,0.90,5000,789,3444.67,4971,0,0.00,0,0.14,2.95,6.35,0.00
1.00,2.00,0.80,0.40,5000,222,2668.80,4862,0,0.00,0,0.00,3.01,7.25,6.67
1.00,2.00,0.80,0.70,5000,1386,3517.07,4934,0,0.00,0,0.45,3.36,7.34,0.00
1.00,2.00,0.80,1.00,5000,775,3037.60,4881,0,0.00,0,0.34,3.45,8.04,0.00
1.00,2.00,0.80,0.30,5000,141,2855.70,4931,0,0.00,0,0.71,3.72,9.46,0.00
1.00,2.00,0.80,0.60,5000,795,3203.73,4994,0,0.00,0,0.00,3.89,8.02,3.33
1.00,2.00,0.80,0.50,5000,776,2908.00,4924,0,0.00,0,0.55,4.05,7.15,0.00
