Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,0.90,100,25,63.07,99,0,0.00,0,1.01,2.44,4.45,0.00
1.00,2.00,0.80,0.60,100,22,69.37,99,0,0.00,0,0.87,2.80,5.98,0.00
1.00,2.00,0.80,0.80,100,37,77.03,99,0,0.00,0,0.62,2.85,5.92,0.00
1.00,2.00,0.80,0.20,100,30,69.77,97,0,0.00,0,1.06,3.07,6.52,0.00
1.00,2.00,0.80,1.00,100,31,70.03,99,0,0.00,0,0.80,3.07,6.71,0.00
1.00,2.00,0.80,0.40,100,30,69.30,99,0,0.00,0,0.80,3.17,7.52,0.00
1.00,2.00,0.80,0.50,100,42,76.67,99,0,0.00,0,0.81,3.18,7.90,0.00
1.00,2.00,0.80,0.70,100,34,69.07,99,0,0.00,0,0.82,3.22,5.75,0.00
1.00,2.00,0.80,0.30,100,26,74.53,98,0,0.00,0,0.21,3.27,9.21,0.00
1.00,2.00,0.80,0.10,100,37,74.10,98,0,0.00,0,1.51,4.01,7.83,0.00
1.00,2.00,0.80,0.00,100,43,78.63,99,0,0.00,0,1.14,4.48,9.51,0.00
