Alpha,Beta,Rho,Heuristic weight,Iterations,Min best at iteration,Avg best at iteration,Max best at iteration,Min local search improvements,Avg local search improvements,Max local search improvements,Min best deviation,Avg best deviation,Max best deviation,Success rate [%]
1.00,2.00,0.80,1.00,4020,21,764.80,3218,0,0.00,0,0.34,0.44,0.55,0.00
1.00,2.00,0.80,0.90,4020,11,1058.50,3786,0,0.00,0,0.32,0.46,0.61,0.00
1.00,2.00,0.80,0.80,4020,19,1163.73,3617,0,0.00,0,0.32,0.47,0.75,0.00
1.00,2.00,0.80,0.70,4020,17,820.50,3216,0,0.00,0,0.32,0.49,0.75,0.00
1.00,2.00,0.80,0.50,4020,89,1380.30,3223,0,0.00,0,0.27,0.51,0.77,0.00
1.00,2.00,0.80,0.60,4020,32,1187.57,3742,0,0.00,0,0.32,0.54,0.80,0.00
1.00,2.00,0.80,0.30,4020,229,1548.77,3433,0,0.00,0,0.43,0.56,0.87,0.00
1.00,2.00,0.80,0.40,4020,53,1365.80,3381,0,0.00,0,0.37,0.58,0.80,0.00
1.00,2.00,0.80,0.20,4020,301,1789.43,3889,0,0.00,0,0.46,0.65,0.86,0.00
1.00,2.00,0.80,0.10,4020,322,1830.67,3620,0,0.00,0,0.52,0.76,1.12,0.00
